"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
520,9,1,"TXT",24,0,0,"   As a result, the wrestling room will no longer be used as a snack bar and classrooms will no longer be used as dressing rooms for performers and concert workers. Instead, trailers or motor homes, when needed, will be moved to the back of the gym for dressing or rest areas for the performers, guidelines state."
521,9,1,"TXT",25,0,0,"   Other guidelines deal with crowd control procedures. Because of police concern, concert-goers will not be allowed to line up for concerts until four hours before the performance. That lineup used to be able to start at 6 a.m. the morning of the concert, but Railey believes that encourages people to bring coolers and motivates them to “get bombed out and throw up during the concert.”"
522,9,1,"TXT",26,0,0,"   For crowd control procedures, guidelines state professional security groups will continue to be hired for large-scale concerts to help control concert-goers, prevent smoking, prevent disruptive behavior and pre-"
523,9,1,"TXT",27,0,0,"  vent illegal activity like the use of drugs, alcohol or ; any campus violation."
524,9,1,"TXT",28,0,0,"    Other new procedures included in the list of guidelines refer to specific dean up duties to be completed by the Concert Committee after the concerts."
525,9,1,"TXT",29,0,0,"    Morales said the Concert Committee has investigated alternative sites to hold a concert, but none is as good as the gym."
526,9,1,"TXT",30,0,0,"    Chumash Auditorium has been cancelled out as a possible site for two reasons, said Morales. The auditorium is small, so the performers would have to stage two shows in order for the Concert Committee to break even. Morales also thinks there is not enough in-treet in small groups at a concert."
527,9,1,"TXT",31,0,0,"    The second reason, said Morales, is the weak floor. No dances can be held in the auditorium because of the floor, and many of the concerts encourage dancing."
528,9,1,"TXT",32,0,0,"    Morales said the committee has considered holding another concert in the University Union Plaza like it did last year with the Plimsoula and Kingbees. If permission is granted for an outdoor concert, Morales . thinks the concert could be controlled and planned in such a way that it would end early."
529,9,1,"TXT",33,0,0,"    Several nearby residents, including President Warren Baker, complained of the noise from the concert last year. ""I still hope in the future we can have another outdoor concert.” said Morales, “maybe in Poly Grove.”"
530,9,1,"TXT",34,0,0,"    The Concert Committee even checked alternative sites off campus such as the Cuesta College gym, but problems exist with that solution also, said Morales."
531,9,1,"TXT",35,0,0,"    Both gyms on Cuesta College campus seat 1,600 lees people than the Cal Poly gym, he said, adding it is also difficult to get the buildings for ues."
532,9,1,"TXT",36,0,0,"    “We missed out on holding a Madness concert on March 2 because of paper work,"" said Morales. According to him, the Concert Committee asked to use one of the gyms at Cuesta. Cuesta officials were hesitant because the gyms are rarely rented out for outside use, but they made an exception and granted it."
533,9,1,"TXT",37,0,0,"    “By the time we got approval and got back to the"
534,9,1,"TXT",38,0,0,"agent, we were a day late. The agent had accepted another group's bid,"" said Morales. “It just took too long to get the gym at Cuesta."""
535,9,1,"TXT",39,0,0,"   Poly Canyon was another alternative site for a concert, said Morales, but security would be impossible to control and the road to the canyon is not big enough to carry the equipment."
536,9,3,"HL",0,0,0,"Peace issue in Senate"
537,9,3,"ME",0,-1,0,"From page 1"
538,9,3,"TXT",1,0,0,"         she said. But as elected student leaders she said, we should take stands on issues which affect everyone."
539,9,3,"TXT",2,0,0,"   The senate is also scheduled to vote on s resolution which recommends that students entering University of California or State Universities be allowed to fulfill e foreign language requirement in high school or through a proficiency test if a student hasn't taken a foreign language in high school."
540,9,3,"TXT",3,0,0,"   The Academic Senate recently passed a similar bill, said Senator Kevin Creighton, author of the resolution. A state-wide entrance requirement which can be fulfilled by students in high school is a better way to deal with the requirement, he added."
541,9,3,"TXT",4,0,0,"   The Student Senate meeting starts tonight at 7 p.m. in UU 220 and all students are invited to attend and address the senate."
542,9,0,"AT",0,0,1,"NOONTIME FOUR PLAY"
543,9,0,"AT",0,0,1,"TAKE A LUNCH BREAK AND EN|OY FOUR SONGS BY ONE ARTlUr AIRS RICHT AFTER THE MIDDAY “pfSlTION OF 91 NEWS"
544,9,0,"AT",0,0,2,"                                                                             Sweat ,"
545,9,0,"AT",0,0,2,"March of Dimes"
546,0,0,"NA",0,0,0,"mmmmn* ochcts kxjndaiionbhbb"
547,0,0,"NA",0,0,0,"               < •>"
548,9,0,"AT",0,0,3,"                                                               Wo re Celebrating Our Mow Salon Opening In All Our Salons"
549,9,0,"AT",0,0,4,"  KEGS"
550,0,0,"NA",0,0,0,"                                                   Alth CO;"
551,9,0,"AT",0,0,4,"544-5214"
552,9,0,"AT",0,0,4,"                                                  longnecks"
553,9,0,"AT",0,0,3,"AJ s"
554,0,0,"NA",0,0,0,"?n 7 days w("
555,0,0,"NA",0,0,0,"^ ( .r.iphn S\ stfi"
556,9,0,"AT",0,0,5,"14 ptv"
557,9,0,"AT",0,0,5,"18 pts."
558,9,0,"AT",0,0,5,"24 pts."
559,9,0,"AT",0,0,5,"30 pts. _"
560,9,0,"AT",0,0,5,"36 pts."
561,9,0,"AT",0,0,5,"Rush me Service"
562,0,0,"B",0,0,0,
563,0,0,"NA",0,0,0,"Mon. I hur. S to o"
564,0,0,"NA",0,0,0,"i h ! o 4"
565,9,0,"AT",0,0,6,"GET SOME CASH"
566,9,0,"AT",0,0,6," WHILE IT LASTS"
567,9,0,"AT",0,0,6,"                                                     Share those paperbacks you’ve enjoyed, and make some money, too."
568,9,0,"AT",0,0,6,"    Sell us your used mass-market paperbacks, now.             r"
569,9,0,"AT",0,0,6,"EJ Cbr rcxl Bookstore"
570,9,0,"AT",0,0,7,"Your Career in"
571,9,0,"AT",0,0,7,"lour future a vital role serving modem agriculture"
572,9,0,"AT",0,0,7,"A career with the Federal Land Bank System can be challenging aind rewarding. You will be working with farmers and ranchers helping them with their long-term financial requirements. Your career development will include preparation of loan applications, appraising farms and ranches and closing loans."
573,9,0,"AT",0,0,7,"   Credit is a major force behind modem agriculture. As you advance with the Land Bank you have a continuing opportunity to help farmers and ranchers reach their goals. As a result you contribute to agriculture’s progress."
574,9,0,"AT",0,0,7,"       Contact your placement center"
575,9,0,"AT",0,0,7,"       for details and an appointment with our U,"
576,9,0,"AT",0,0,7,"      ' training officer who will be on campus"
577,9,0,"AT",0,0,7,"                                                               MARCH 2 R"
578,9,0,"AT",0,0,7,"                                                         An Equal Opportunity Employer"
579,0,0,"B",0,0,0,
580,0,0,"NA",0,0,0,"                                                                                    ■WMWI——RW»lf"
581,10,7,"HL",0,0,0,"   Ag Forum addresses ""hidden"
582,10,7,"HL",0,0,0,"of agriculture"
583,10,7,"TXT",14,0,0,"   Dr. Wm Jackson, director of tho Land Institute la Selina, Kansas said that 99% of all university research support* capital intensive agriculture with an emphasis on enorgy rather than ecology."
584,10,7,"TXT",15,0,0,"   Jackaon said reaearch money la coming from chemical companiea so that “energy inputs have ^fniLigiral mechanisms ”"
585,10,7,"TXT",16,0,0,"   He feels the school of agriculture and biological science need to break traditional patterns of specialization and merge together their research data from both I fields to improve the problems in agriculture."
586,10,7,"TXT",17,0,0,"   Stein noted that sustainable agriculture is still in its infancy, with basic research just being started."
587,10,7,"TXT",18,0,0,"   In order for it to work, members believe, a greater understanding and cooperation with all life forces needs to exist."
588,10,7,"TXT",19,0,0,"   People need to develop farms as small ecosystems Stein said. Where animal manure can be used to fertilise soil which feeds the animals. To prevent erosion and a loos of nutrients, crops can be rotated. Farmers can use smaller tractors to get the job done and con-"
589,10,7,"TXT",3,0,0,"today, members said because the externaHtise aren’t being figured into the final cost."
590,10,7,"TXT",4,0,0,"  Like nature, the costs are cychcaL Farms are sprayed with pesticidss and insect iridss which in turn leach into the soil with winter raina. Man consumes animals that have eaten chemically treated grasses. The end result is contamination of the drinking water and a higher incidence of cancer in humans."
591,10,7,"TXT",7,0,0,"  Jerry Harbinson, a graduate student said that every time an oQ shortage occurs, the cost of fertilizer skyrockets, which in turn brings up tho cost of food."
592,10,7,"TXT",8,0,0,"  “The pries of lettuce on your table shouldn't be dependent on a barrel of ojl,“ he said."
593,10,7,"TXT",9,0,0,"  Ag Forum believes big forms have never boon assessed on the hidden coete and support taxing farmers for the mismanagement of farm fond."
594,10,7,"TXT",20,0,0,"Ag Forum will be discussing sustainable agriculture"
595,10,7,"TXT",20,0,0,"at their next meeting at 11 am. on Thursday, Feb. 23, (in room 111 at the Ag Building."
596,10,8,"HL",0,0,0,"UCSB research shuttle up for Baker’s approval"
597,10,8,"TXT",1,0,0,"   A proposal up for approval by President Baker and the Academic Senate would make it possible for Cal Poly researchers to use the library resources at the University of California Santa Barbara."
598,10,8,"TXT",2,0,0,"   Under the terms of the proposal a free shuttle would be provided between the two universities for people who meet researcher qualifications. Library officials would determine who meets the requirements."
599,10,8,"TXT",3,0,0,"   According to Lynne Gamble, Academic Senate long range planning committee chairman, a researcher , could be faculty, staff or students working on special"
600,10,0,"AT",0,0,1,"                                                                                                                                         Ladies’ sizes 4Vt through 11;"
601,10,0,"AT",0,0,1,"                                                                                                                                                         Reg. $65"
602,10,8,"TXT",4,0,0,"   The proposal encourages faculty to pursue research activities and notes that the nearest forge research center is at UCSB."
603,10,8,"TXT",5,0,0,"   Gamble said that Cal Poly officials would not necessarily have to buy a new vehicle. “Administrators could set up a shuttle with a state car or van,” she explained."
604,10,8,"TXT",6,0,0,"   Gamble added that the muttle should operate between normal working hours, possible leaving Poly at 7 a.m. and returning by 5 pm."
605,10,8,"TXT",7,0,0,"   However, schedules could be flexible, said Gamble. If researchers made prior arrangements for living quarters, researchers could take edvantage of UC Santa Barbara's library for more than a, day."
606,10,8,"TXT",8,0,0,"   The acadmic senate is expected to vote ou the library shuttle proposal at its next meeting, March 6. According to Academic Senate chairman Jim Simmons, the proposal appeared to have met senate members' approval. -                          u"
607,10,9,"HL",0,0,0,"Conference to be held"
608,10,9,"BL",0,0,0,"  by Margie Cooper                     - ,"
609,10,9,"BL",0,0,0,"  Staff Writer ;"
610,10,9,"TXT",1,0,0,"   The 7th Annual Conference on Direct Marketing and the Family Farm Conference will be held Feb. 18 and ■ 19 at Cal Poly."
611,10,9,"TXT",2,0,0,"                                                                                                                         Farm Conference ’84 will provide current informarelevant to small scale agriculture and"
612,10,0,"AT",0,0,1,"Some sizes not available;"
613,10,0,"AT",0,0,1,"  Men’9, Ladies’ & Children’s sizes from 3 to 15.1983 Model; Some sizes not available;"
614,10,0,"AT",0,0,1,"                                                                                                                                                 Reg. $50"
615,10,0,"AT",0,0,1,"  2 PAIR f$R $60 OR"
616,0,0,"NA",0,0,0,"tion on tO| direct marl"
617,10,0,"AT",0,0,1,"  For more information call toll free 1-800-952-6272 or contact Greg Groth at 546-2201."
618,10,0,"AT",0,0,2,"                                                                        SUGARLESS SHACK/"
619,10,0,"AT",0,0,2,"                                                                     HEALTHY HAVEN RESTAURANT"
620,10,0,"AT",0,0,2,"            Carob"
621,10,0,"AT",0,0,2,"            Un-Ice Cream"
622,10,0,"AT",0,0,2,"                                                                          & Chocolate Whip Cream"
623,10,0,"AT",0,0,2,"It Doesn't Have To Be Fattqghg To Be Good!"
624,10,0,"AT",0,0,2,"962 Monterey St., San Luis Obispo"
625,10,0,"AT",0,0,1,"                                                                         Hours: Mon,-Sat. 9:30-5:30 Thurs. Nlte*’tll 9"
626,10,0,"AT",0,0,1,"RUNNING SHOES FOR 269 A PAIR"
627,11,0,"AT",0,0,1,"Taping For HBO At"
628,11,0,"AT",0,0,1,"  The Dark Room"
629,0,0,"NA",0,0,0,"  *StoriM*JokM*LlM*"
630,11,0,"AT",0,0,1,"                                                                                              Wednesday Feb 15 8pm"
631,11,0,"AT",0,0,1,"1037 Monterey"
632,0,0,"B",0,0,0,
633,0,0,"B",0,0,0,
634,0,0,"B",0,0,0,
635,0,0,"B",0,0,0,
636,0,0,"NA",0,0,0,"* s *«*#. tdjtmttmf*"
637,0,0,"NA",0,0,0,"- x-    •- •"
638,0,0,"NA",0,0,0,"P»9*11"
639,11,10,"HL",0,0,0,"Women even CGAA record"
640,11,10,"BL",0,0,0,"by Shari Ewlno"
641,0,0,"NA",0,0,0,"I / * -"
642,0,0,"NA",0,0,0,"r • vr •"
643,0,0,"NA",0,0,0,"SMiwimr"
644,11,10,"TXT",1,0,0,"   The Cal Poly women’s basketball team had the home crowd on ita feet at the end of Thursday night’s game agtinst Cal State Loe Angeles."
645,11,10,"TXT",2,0,0,"   Senior guard Kelly Ulrich provided the drama when she dropped in a 10-footer with two seconds'left on the clock to win the game, 68-66."
646,11,10,"TXT",3,0,0,"   “I thought there was one second on the clock,” said Ulrich. .""1 just kind of threw it. I knew it had to go in.”"
647,11,10,"TXT",4,0,0,"   Chris Hester put the first point on the board for the Mustangs with a free throw, followed by two buckets from Sue Farmer."
648,11,10,"TXT",5,0,0,"   Despite top-scorer Terrie Mac Donald’s 13 consecutive points (of a game-high 27 points) Cal Poly trailed the (iolden Eagles 35-38, at the half The second half had more back-and-forth court action than a tennis match, when both teams alternated taking the lead, although never building up anything substantial With 53 seconds left on the clock and the score tied at 64-64. the Lady Mustangs called a time-out. When the team hit the court, the rally began again, with Sherrie Atteberry"" pulling"
649,11,11,"HL",0,0,0,"Poly sinks Pacific"
650,11,10,"TXT",6,0,0,"  do*m A rebound and totting the half to center Nancy Hoskan for two points. 4 1 ■ Cal' State LA’s giiard from down ', under, Jann Martin, contributed two points to tie the score again at 6846. The famous Ulrich shot put another CCAA game in the win column for the ■ Mustangs."
651,11,10,"TXT",7,0,0,"    “I’m -happy we won,” said Hester. nAs soon as Kelly put up the shot I Knew we’d won. She (Ulrich) was confident.”"
652,11,10,"TXT",8,0,0,"    Cal Poly extended its winning ways when it defeated Cal State Northridge, 77-59, Saturday night Ulrich led the Mustang scoring with a game-high 20 points MacDonald and Atteberry aisc> scored in double-digits, with 18 and 14 points respectively. Center Hosken pulled down 10 rebounds            • '    •"
653,11,10,"TXT",9,0,0,"    The Matador* were led by top-scorer Darleen Branigan (17 points* and Rene Loch (15 points).* Forward Dianna A vala pulled down nine caroms, to lead her team in that department The Lady Mustangs are now 4-4 in conference play Their next game will be Thursday against Chapman in Orange. The team returns home Saturday to play against Cal State Dominguez Hills. The game will begin at 7:30 p.m."
654,0,0,"NA",0,0,0,"                                                                                                                                       ☆☆☆☆☆☆☆☆"
655,11,11,"BL",0,0,0,"by Kim Foster"
656,11,11,"BL",0,0,0,"Staff Writ**"
657,11,11,"TXT",1,0,0,"   On a cold, windy Saturday afternoon, the Cal Poly women’s swim team finished their dual medt season undefeated, drowning the University of Pacific, 64-41."
658,11,11,"TXT",2,0,0,"   Senior All-American Ann Stier led the Mustangs with three victories. two of which qualified her for the nationals to be held in New York on March 7. Stier broke the Imutmt in the 600 free (5:06.35) and the 400 individual medley (4:44.29). She also won' the 100 fly with a tine of 1*1.90."
659,11,11,"TXT",3,0,0,"   “Ann had pome good swims,” said coach Duane McRoy. “She gutted out the 500 for a great'time.”"
660,11,11,"TXT",4,0,0,"   Teammate Anne Gatlin, who has aheady qualified for nationals in three events and two relays, won the 100 back with a time of 1:04.42, and broke the 39-"
661,11,11,"TXT",5,0,0,"second barrier in the 50 back (29.65) in an exhibition swim."
662,11,11,"TXT",6,0,0,"   Other individual winners for the Mustangs included: JoanMary Laubacher, 50 free (25.79): Susan Watt, 100 free (56.19): Nancy Stem, 200 Breast (2:33.50): and Jennifer Shofiekl, 200 free (2:12.89)."
663,11,11,"TXT",7,0,0,"   In diving, Donna McRoy fought off the bad weather to qualify for nationals on the one-meter board with a total of 363 points."
664,11,11,"TXT",8,0,0,"   With nationals less than a month away, the Mustangs already have eight girls qualified to compete in a total of 18 events."
665,11,11,"TXT",9,0,0,"   The Mustangs have also attained standards in the 400 medley relays and 800 free relays, but their 200 free, and 200 medley relays have yet to qualify. The last chance to make the trip to New York will be in two weeks in a meet to be held in the USC Olympic pool."
666,11,0,"AT",0,0,2," There is no greater joy than to have a healthy, beautiful baby. But not all babies are so fortunate — 250,000 infants are born with physical or mental birth defects each year. The March of Dimes Birth Defects' Foundation works to save babies."
667,11,0,"AT",0,0,3,"  RESIDENCE HALL CONSERVATION"
668,11,0,"AT",0,0,3,"CONTEST RESULTS:"
669,11,0,"AT",0,0,3,"Congratulations!"
670,11,0,"AT",0,0,3,"Scott Walker, Muir Hall Winner of Phantom Phone Call"
671,11,0,"AT",0,0,3,"Certificate drawing for $30 to Mountain Air Sports."
672,11,0,"AT",0,0,3,"A big Thank you to all correct answers."
673,11,0,"AT",0,0,3,"Hall Winners: Yosemite $35 Fremont $25"
674,0,0,"NA",0,0,0,"                yf"
675,11,0,"AT",0,0,3,"  ""Dog Energy ' *"
676,0,0,"NA",0,0,0,"..TV"
677,11,12,"HL",0,0,0,"Lacrosse club looking t upset Santa Barbara"
678,11,12,"TXT",1,0,0,"  Good memories won’t remain for the Cut Poly lacrosse dub after last weekend's loes of UC Berkeley. After an unexplained hour delay, the opposing Berkeley team swept through San Luis, leaving with a decisive 10-3 victory."
679,11,12,"TXT",2,0,0,"  Kendall Peareon, club president, described the game as alow moving, unemotional and “just a crummy situation.”"
680,11,12,"TXT",3,0,0,"  “By the tmn Berkeley showed, we had lost any competitive edge.” said Pearson. “But by next game... ”"
681,11,12,"TXT",4,0,0,"  This weekend the chib will try to offset the cloudy twghminj with a win over UC Santa Barbara, last year’s state champions. The Saturday game will start at 1*0 in the Mustang Stadium. Admission is free."
682,11,0,"AT",0,0,4,"                                                                         Weigh In For Healthy Babies Support"
683,11,0,"AT",0,0,5,"SKIS,"
684,11,0,"AT",0,0,5,", BINDINGS, POLES"
685,0,0,"B",0,0,0,
686,11,0,"AT",0,0,5,"SOME EXAMPLES"
687,11,0,"AT",0,0,5," NOW"
688,11,0,"AT",0,0,5,"199"""
689,11,0,"AT",0,0,5,"                                                                                                                                     CURRENT"
690,11,0,"AT",0,0,5,"REGULARLY SALE PRICE"
691,11,0,"AT",0,0,5,"DYNASTAROMEGLASSSKI $295 . 214*9"
692,11,0,"AT",0,0,5,"79"""
693,11,0,"AT",0,0,5,"CEVAS “APACHE"" PARKA... $140 .. 104*9"
694,11,0,"AT",0,0,6,"PRICES QOOD THROUGH 2/1WS4"
695,11,0,"AT",0,0,6,"                                                                                                                                                                         Hours: Mon.-Sat 9:30-5:30 Thurs. Nlte ’til 9"
696,11,0,"AT",0,0,6,"962 Monterey St., San Lui* Obispo"
697,0,0,"NA",0,0,0,12
698,12,0,"PI",0,0,0,"Mustang Dally  Wednesday, Fabniary 15,16*4"
699,12,0,"SH",0,0,0," Sports"
700,12,13,"HL",0,0,0," Poly tumblers entertain home crowd with victory"
701,12,13,"PH",0,0,0,"Janet Lehman helped the Cal Poly gymnastics team to a win at home last weekend against three other schools."
702,12,13,"BL",0,0,0,"by Kathy Messlnger"
703,12,13,"BL",0,0,0,"Staff Writer"
704,12,13,"TXT",1,0,0,"   The Cal Poly women's gymnastics team outdueied their competition to win their first home meet last weekend with their highest score of the year in front of a capacity crowd at Crandall Gym."
705,12,13,"TXT",2,0,0,"   Poly's team score of 164.65 tops their previous best score of this season by four points. Cal Poly Pomona was second with 156.5 points, Sbuthern Utah State was third with 136.3, and San Francisco State was fourth with 81.25."
706,12,13,"TXT",3,0,0,"   ""The girls were great. This was their best meet—they were really working as a team,"" said coach Tim Rivera. “This is the first time we have had a full team (six girls! on each event.”"
707,12,13,"TXT",4,0,0,"   In the all-around event Poly outshined the competition. Jana Lehman, freshman, placed first with her highest all-around score this season, with a 34.1. Kaxumi Norimoto. senior, who competed in the all-around for the first time this season by adding a floor routine was second with a score of 33.45 and Lisa McAllister tied for third with a score of 32.7."
708,12,13,"TXT",5,0,0,"   Also in the all-around were Cathy Pagani with a score of 30.25 and Denise Stretch with a score of 29.65."
709,12,13,"TXT",6,0,0,"   Poly’s first event of the evening, the vault, was won by Norimoto with a score of 8.4, Teryl Theis was second with an 8.35, Lehman was third with an 8.3 and McAllister was fourth with an 8.25."
710,12,13,"TXT",7,0,0,"   Other scores on the vault were, Stretch with a 7.7 and Pagani with a 7.3."
711,12,13,"TXT",8,0,0,"   On the uneven parallel bars McAllister won the event with a score of 8.76, Lehman was second with a score of 8.7 and Norimoto was fourth with an 8.5."
712,12,13,"TXT",9,0,0,"   Theis scored an 8.15 on the bars. Stretch scored a 7.5 and Pagani scored a 6.2."
713,12,13,"TXT",10,0,0,"   Despite a fall during warm-ups before the meet, in"
714,12,13,"TXT",11,0,0,"which Norimoto bruised her shoulder falling off of the bars, she still held on to do well in the meet."
715,12,13,"TXT",12,0,0,"    i he girls improved on their form, I was impressed. They all stuck their landings,” said Rivera. “Two tenths of a point is taken off for each extra step on a landing, to many can really hurt the team as well as individual scores,” said Rivera."
716,12,13,"TXT",13,0,0,"  On the beam. Poly took a clean sweep of the top three places. Pagani was first with an 8.6, Norimoto was second with an 8.5 and Lehman was third with an 8.3."
717,12,13,"TXT",14,0,0,"  Other scores were Pam Dickie with a 7.75, McAllister with a 7.35 and Stretch with a 6.9."
718,12,13,"TXT",15,0,0,"  Pagani was the only Poly gymnast not to fall off of the beam during her routine. ""Five-tenths of a point is taken off for every fall, this can take a 9 point routine down to a 7.5 with just three falls.” said Rivera."
719,12,13,"TXT",16,0,0,"  “The routines were very clean, everyone was solid. That 8 why the falls didn’t hurt the scores as much as they could have,"" said Rivera."
720,12,13,"TXT",17,0,0,"  On the floor exercise Lehman had the highest score given out on any event, she was first with a score of 8.85, tumbling to the sound of Beethoven's Fifth symphony. McAllister was third with an 8.35 dispite an unfortunate fall on the last move of her first tumbling ran."
721,12,13,"TXT",18,0,0,"  Theis had a score of 8.2 on the floor. Pagani scored an 8.16, Norimoto scored an 8.06 and Stretch scored a 7.45."
722,12,13,"TXT",19,0,0,"  Norimoto needed an all-around score for regionals, the routine she did was put together just last week during practice."
723,12,13,"TXT",20,0,0,"  “This was a real high energy meet, by my doing a floor routine we added assurance in obr final team score for the floor,” said Norimoto. “This was the best meet ever We really worked together as a team,” agreed Lehman and Pagani."
724,12,13,"TXT",21,0,0,"  The next home meet for Poly is March 3, and the girls all agreed that this was the best audience that they had competed in front of all season."
725,0,0,"NA",0,0,0," ☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆"
726,0,0,"NA",0,0,0,"H ----- ■ -------- —............... .. ......... ^"
727,0,0,"NA",0,0,0," £"
728,0,0,"NA",0,0,0," £"
729,0,0,"NA",0,0,0," *"
730,0,0,"NA",0,0,0," ❖"
731,0,0,"NA",0,0,0," *"
732,0,0,"NA",0,0,0," H"
733,0,0,"NA",0,0,0," £"
734,0,0,"NA",0,0,0," £"
735,0,0,"NA",0,0,0," £"
736,0,0,"NA",0,0,0," £"
737,0,0,"NA",0,0,0," It"
738,0,0,"NA",0,0,0," *"
739,0,0,"NA",0,0,0," £"
740,0,0,"NA",0,0,0," £"
741,0,0,"NA",0,0,0," *"
742,0,0,"NA",0,0,0," it"
743,0,0,"NA",0,0,0,4
744,0,0,"NA",0,0,0," a"
745,0,0,"NA",0,0,0," it"
746,0,0,"NA",0,0,0," it"
747,0,0,"NA",0,0,0," *"
748,0,0,"NA",0,0,0," n"
749,0,0,"NA",0,0,0," n"
750,0,0,"NA",0,0,0," *"
751,0,0,"NA",0,0,0," a"
752,0,0,"NA",0,0,0," a"
753,0,0,"NA",0,0,0," a"
754,0,0,"NA",0,0,0," n"
755,0,0,"NA",0,0,0," it"
756,0,0,"NA",0,0,0," a"
757,0,0,"NA",0,0,0," a"
758,0,0,"NA",0,0,0," it"
759,0,0,"NA",0,0,0," it"
760,0,0,"NA",0,0,0," a"
761,0,0,"NA",0,0,0," a"
762,0,0,"NA",0,0,0," a"
763,0,0,"NA",0,0,0,"ra"
764,12,0,"OT",0,0,0,"  Classified"
765,12,0,"OT",0,0,0,"  Student, faculty a stall dally las are $2JM lor the first 1 and 60s lor each addl Noe. Campus Cluba and Oreefcnewe and Personals are ImH price. Advertising lor 4 or mors days outs the price In hall tor all categories."
766,12,0,"OT",0,0,0,"                                                                                                                                                  by check only to"
767,12,0,"OT",0,0,0,"                                                                                                                                                             a"
768,12,0,"OT",0,0,0,"               iUU"
769,12,0,"OT",0,0,0,"ZIQQY SEEKS PERSONAL NOMINEES. INQUIRE AT V.O MANOR. FIR8T COME, FIRST"
770,12,0,"OT",0,0,0,"MANDATORY GYMNASTICS CLUB MEETING Fob. 25, Saturday 4flO Crandall Gym                 '"
771,12,0,"OT",0,0,0,"Members that mlas this meeting will not be able to perform In Poly Royal show or receive Poty Royal T-shirts. For more Information contact Chrlstoler Sommer 5446731"
772,12,0,"OT",0,0,0,"       _______________(M4)"
773,12,0,"OT",0,0,0,"BIBLE STUDY Fridays at 7:30 pm Scl N. 215 Come study God’s word with us. All are welcome I"
774,12,0,"OT",0,0,0,"_____________________(Ml)"
775,12,0,"OT",0,0,0,"SO YOU WANNA GET TAN OVER SPRING BREAK? SUN VALLEY IS 8000 FEET CLOSER TO THE SUN!"
776,12,0,"OT",0,0,0,"      .           . (2-15)

    DAIRY CLUB MEETING Thura. Feb. 16 In the Dairy Pavlllion at 7:30pm. Come for a wild time and good munchlee. _____________________(2-16)

8WEETHEARTS DANCE Feb. 17 CAMP SAN LUI8 FROM 6-1 CALL 546-2301611am GLORIA

         , —(2-17)

KEEP YOUR TIPS UPI

THE BUMP8 ARE BIGGER IN

SUN VALLEY IDAHO

FIND OUT WITH tHE CAL POLY

8KI CLUB OVER SPRING

BREAK

         '_________(2-17)

The Society ol Women Engineers Is sponsoring a career conference: From Education to Excellence. Feb 25 1084 Conference UU 220 65PM Banquet-Camp 8an Lula 7PM Members $10 Nonmembers $12 everyone welcome

__________________(2* *3)

QSU meeting tonight (1 at a 3rd Wad. of every month) Topic of discussion: Marriage 8cience E26,7:30 pm ___________________(2-15)

SPRING CRUISE TO THE CHANNEL 18LANDS ABOARD A

103ft. 8chooner. Wed. Feb 15 In 8olenoeE46at8pm

                                                                                                                                                                                                   (2-16)

A 24 HOUR MESSAGE FOR MORMONS BY EX MORMONS FOR JESUS 544 7620 ____________________(3-6)

PELI, THE ENGLISH LANGUAGE SCHOOL OF SLO IS NOW OFFERING BEGINN ING CONVERSATIONAL SPANISH CLASSES CALL 546 9060 BETWEEN 9 A 12.

                                                                                                                                                                                               (224)

l BE SAFE AT NIGHT USE THE ■ IFC ESCORT SERVICE

                                                                                                                                                                          'located in lib a uu sun

ITHURS 7pm to midnight Can 546-1400

____________________(*17)

ZAP! 10% OFF 10-SPEEDS a MOUNTAIN BIKES BICYCLE TUNE-UP JUST $12.05. THE MOPED EMPORIUM. 541-6878

____________________(223)

LEARN HOW VIDEO WORKS AND HOW TO WORK IN VIDEO PRODUCTION 90S 7033. WORKSHOP (ALSO. V, ' a % ’ EDITING a DUPLICATION. ____________________(3-0)

Rotary Club of SLO offers graduate, undergraduate, vocational, Journalism, and teachers of the handicapped scholar-

  PREGNANT a NEED HELP? CALL ALPHA 541-3367 24 HR FREE PREGNANCY TEST COUNSELING

  _______________________(61)

  BLAUPUNKT, JENSEN, KENWOOD CAR STEREOS (other name brands too) Wstch hers for special prices Sound on Wheels. Call 541-2105 ______________’________(60)

  HEY OLD FART!

  I'm glad you're better and I hope you will be up to performing again soon! I

                                                                                                     I mlesed you total 1 LOVE, SPOT

  TOMMYKINS,

  It's silly to always argue. Let's

  get_____and make up!!! BUT I

  LOVE YOU!!!

                                                                                                                                                                                                                               Klmbleberry or KD Crasher

  _______________________(2-16)

  Dear Haunting"""
