"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
529,9,0,"AT","0",0,3,"3 new Sìa/a€Ìà"
530,9,0,"AT","0",0,3,"FIESTA SALAD SEAFOOD SUPREME CHICKEN BREAST SALAD"
531,9,0,"AT","0",0,3,"only $3.50"
532,0,0,"NA","0",0,0,"■nv-"
533,9,0,"AT","0",0,4,"Student"
534,0,0,"B","0",0,0,
535,0,0,"B","0",0,0,
536,0,0,"B","0",0,0,
537,0,0,"NA","0",0,0,",‘ííra"
538,0,0,"B","0",0,0,
539,0,0,"B","0",0,0,
540,9,0,"AT","0",0,4,"ENTREPOmTE"
541,9,0,"AT","0",0,4,"FULL-SERVICE STUDEfSIT HOUSING"
542,9,0,"AT","0",0,4,"*Three att-yon-cnn-eat meal programs •Two- and three-bedrooan furnished suites *Compater Center"
543,9,0,"AT","0",0,4,"* AH utilities indnded except cable and phone *Recreatioaal facilities indude:"
544,9,0,"AT","0",0,4,"•Fttaessroom •Awofaics center •Spa"
545,9,0,"AT","0",0,4,"•Heated pool •Taaaia court -Baairethall court"
546,9,0,"AT","0",0,4,"•Conveniantiy loeuted to Cal Poly ami ahopping"
547,0,0,"B","0",0,0,
548,9,0,"AT","0",0,4,"mOAD"
549,9,0,"AT","0",0,4,"STREET"
550,9,0,"AT","0",0,4,"KITCHENETTE APARTMENTS"
551,9,0,"AT","0",0,4,"*Nawiy modaled Idtchenetta uaita with aaierowavea for tha independaat lifeatyle *Qaiat ooaafortaUe atudy oeutar •An utiKtiaa included azeept cable and phone"
552,9,0,"AT","0",0,4,"*JrOOI"
553,9,0,"AT","0",0,4,"•Conreaientiy located to Cal Poly and shopping"
554,0,0,"B","0",0,0,
555,0,0,"B","0",0,0,
556,0,0,"B","0",0,0,
557,0,0,"B","0",0,0,
558,0,0,"B","0",0,0,
559,0,0,"NA","0",0,0,". '4s* ' i '"
560,0,0,"NA","0",0,0,"v'"
561,0,0,"B","0",0,0,
562,0,0,"B","0",0,0,
563,0,0,"B","0",0,0,
564,0,0,"NA","0",0,0,"MO"
565,10,0,"PI","0",0,0,"Monday, Apr« 7,1986 Mutkmg DoNy"
566,10,0,"AT","0",0,1,"Beforeyou'moke"
567,10,0,"AT","0",0,1,"d long distance commHnieiit"
568,10,0,"AT","0",0,1,"mokesureyou kncw_"
569,10,0,"AT","0",0,1,"into."
570,0,0,"NA","0",0,0,"\"
571,0,0,"NA","0",0,0,"X"
572,0,0,"B","0",0,0,
573,0,0,"B","0",0,0,
574,0,0,"B","0",0,0,
575,10,0,"AT","0",0,1,"If Fletcher Christian and Captain Bligh had known what being stuck in the same boat would mean, chances are neither would have set loot aboard."
576,10,0,"AT","0",0,1,"And if you^ stucJc in the same boat with a long distance company that doesn’t give you all the services you need, itb easy to hailmr mutinous thoughts."
577,10,0,"AT","0",0,1,"But when you A'DkT as your long distance company you kiMw you’re in for snmoth sailing. %u’ll get trouble^ree, reliable service. Immediate toig distance connectkMis—even at the busiest hours. And long distance operators to assist you with immediate"
578,10,0,"AT","0",0,1,"credit for wrong numbers and collect calling."
579,10,0,"AT","0",0,1,"And you’ll get discounts off our Day Rate on your state-to-state calls. With savings of over 50% during weekends until 5pm Sundays, or nights from 11pm to Sam, Sunday throu^ Friday And 40% discounts evenings between 5pm and 11pm, Sunday through Friday"
580,10,0,"AT","0",0,1,"So when you’re asked to choose a long distance company sign aboard vrith ATHtT. With AW Long Distance Service, you’ll never be left stranded. Jiwt call 1 800 222-0300 kx' more information or to choose A'W. Reach out and touch someoita.*"
581,10,0,"AT","0",0,1,"OAUT 1966"
582,10,0,"AT","0",0,1,"Alur"
583,10,0,"AT","0",0,1,"Thfe right choice."
584,0,0,"NA","0",0,0,">» t * » 99 » » i 1"
585,0,0,"NA","0",0,0,"I t # • •"
586,0,0,"B","0",0,0,
587,11,0,"PI","0",0,0,"Monday, Aprii 7. I960"
588,11,0,"OT","0",0,0,"AIAA MMtlng MONDAY April 7¡mX In Sciano« North Rm. 21S 1«t MTg"
589,11,0,"OT","0",0,0,"of quartar. T-ahIrt daialgn oonlaat Nao rnambara watooma.______________"
590,11,0,"OT","0",0,0,"CalPolyT«MÍHl»‘*ooÍéty Meattng Tu««. 44 BAWL"
591,11,0,"OT","0",0,0,"SKI CLUB!! II"
592,11,0,"OT","0",0,0,"Wanta you to Ihair iwaating on Vtfad«.,"
593,11,0,"OT","0",0,0,"April 9, at 7á0 In Chumaah. Info on Poly Royal and SunvaNay ptoturaal Qat In-voivadlBathafall ‘_________________"
594,11,0,"OT","0",0,0,"SÓclaty of FlIght Taat Englnaara maating Mon. Aprti 7, SsOO PM Flaftar 8of. 286 Elactlona. Filma."
595,11,0,"OT","0",0,0,"Soclaty of Automoflv« Englnaara Ganaral Maating Tuaaday 4ff 7PM Quaat Or. Mandai “Futura of Spaoa"" Air Cond. Bld.12RM.110"
596,11,0,"OT","0",0,0,"Firai maatliig ol flpiliio Quartar Tuao^ April e.7PMaK;R"
597,0,0,"NA","0",0,0,"IVaRVBüC-------- ■ I, ...."
598,11,0,"OT","0",0,0,"Outlnga, laaaona, partía«, raoaa, and much mora funll Bíatharall"
599,11,0,"OT","0",0,0,"CAREER PLANNING 1 APRIL 2^, MAY 6TH, B MAY 13TH"
600,11,0,"OT","0",0,0,"E L. LAB KITS NOW IN STOCK FOR EL 248,348. MB, 381 EL CORRAL BOOKSTORE."
601,11,0,"OT","0",0,0,"EVERYTHING IS COMING UP ROSES"
602,11,0,"OT","0",0,0,"Baoaaaara"
603,11,0,"OT","0",0,0,"ROSEFLOATS SPRNM RECRtNTMENTI Coma IM out aSaat Mta fun TIMNO.8PMUM220"
604,11,0,"OT","0",0,0,"It'a not too lata to apphrfw POLY REPSI AppHoatlon dua Friday."
605,11,0,"OT","0",0,0,"LISTENING E NOTETAKINQ"
606,11,0,"OT","0",0,0,"TECHNIQUCB"
607,11,0,"OT","0",0,0,"APRIL 8TH 1CAM -ISNOON"
608,11,0,"OT","0",0,0,"LOOocoNfnrf"
609,11,0,"OT","0",0,0,"Opan to aN atudanta. ME OapL 1« looking lor dapt logo. Submit oopy to ME offlo« 13-294 bafora Aprs 21. WwtnlfM logo win raclay« 8128. For ntora Info, oul Marty at 541-1382."
610,11,0,"OT","0",0,0,"lAOMOAYS"
611,11,0,"OT","0",0,0,"STRESS MANAGEMENT 3« PM FROCRASTMATION/PERFECnONISM 34 PM"
612,11,0,"OT","0",0,0,"a, Caaatra a, phyalcai . Sa^ A bit a"
613,11,0,"OT","0",0,0,"•aroblea, maaaaga,"
614,11,0,"OT","0",0,0,"dalanaa. ‘ coaohad waikoiiL •acuNyMan watgUt tratnbia aH etaaaaa am 818 «axoapt aaiablca-fa) Laat 44 «*« and ara law «mitmimmni. Stan up by tha 3rd wk. tal Via Raeia«Monat Sport« Offic«, UU1 ISA «r cal 948-1888 lar Hma«. prie«« and plaaaa. Ptaoa« IM laat"
615,11,0,"OT","0",0,0,"THURSDAYS"
616,11,0,"OT","0",0,0,"COPING WITH BULIMIA 10-11 JO AM TUESDAYS"
617,11,0,"OT","0",0,0,"improving your relationships"
618,11,0,"OT","0",0,0,"3« PM"
619,11,0,"OT","0",0,0,"WEDNESDAYS INCEST GROUP 24 PM DEFEATING SELF-DEFEATING BEHAVIORS 3« PM"
620,11,0,"OT","0",0,0,"ALL SINGLE WOMEN-CUP AND SAVE My numbar haa changed to 5440863. 7AM-11PM. Kaap In toucnil Frairko."
621,11,0,"OT","0",0,0,".DESPERATELY SEEKING MY POLY GOAT ESOORT ON 101. You arc my hero. How can I avar repay?"
622,11,0,"OT","0",0,0,"-A alaapy Bobcat"
623,11,0,"OT","0",0,0,"Goad Nalshbor Day r Sataiday, April 12"
624,11,0,"OT","0",0,0,"Would you or your club Ilka to help out na«(^ paoplalntha community? To volunlaar for thla annual avant atop by UU 217 or Can 5480478."
625,11,0,"OT","0",0,0,"SO YOU WANT TO BE A POLY REP INFO AND APPLICATIONS In ADMIN. 214."
626,11,0,"OT","0",0,0,"A1 Saoralailalaarvio« Papara^taaumoa-Laltara Word Procaaaing"
627,11,0,"OT","0",0,0,"Claaalf lad Computar, 788 Santa Roaa, 5430321"
628,11,0,"OT","0",0,0,"Don’t apatrd your Spring Indoora. Call Su2la tor your typing naada. 828-7806."
629,11,0,"OT","0",0,0,"Editing 6 Typing. Sanlor Pro)aola ara my apaolaljy. APA format ato. DaHvary. vlckla,Tlgar8t««m Praaa, PB 7734298."
630,11,0,"OT","0",0,0,"WORDPROCESSING, TYPING, 5480B33."
631,11,0,"OT","0",0,0,"CAMPUS AND HOUSE REPS WANTED for T-ahIrt allkacraan bualnaaa. Eaay 8 no axp. n«c.C«N 8820486."
632,11,0,"OT","0",0,0,"A Shared Room 4 Rant talala In Coad Houaa In Laguna Lake Area Call 5480624 aa aoon aa poaalbla."
633,11,0,"OT","0",0,0,"Famala Chrtatlan Roommate wantad. Clo«« to campua 8146lmo. 643-4829"
634,11,0,"OT","0",0,0,"Famala roommata to ahara In larga now condo with lunfaarlou« atudanta call Jackie or Cindy at 646S008 axtaaal mk>roJtottub,W/D 8l90lmo."
635,11,0,"OT","0",0,0,"FEMALE ROOMMATE • own room In Laguna Lake houaa. Waahar, dryer, mksrowaya, etc. 8228hnonth. 8 8100 da-poait. 9410606."
636,11,0,"OT","0",0,0,"FML NONSMKR WANTED TO SHARE ROOM IN HOUSE 1 Ml. FROM POLY 817WMO 8 % UTIL. 9410088."
637,11,0,"OT","0",0,0,"Room to ahara-Famala 8178/month. V« cloaa to Poly-641-8661."
638,11,0,"OT","0",0,0,"Want your own room 8200fmo. In houaa? Calt 84t-3780NOWIII"
639,11,0,"OT","0",0,0,"8129tano.NOWI Fam"
640,11,0,"OT","0",0,0,"lta«fli8184Mia."
641,11,0,"OT","0",0,0,"Free Rent"
642,11,0,"OT","0",0,0,"GREEK ALLOTAR BASKETBALL GAME Tuaaday, April 8 6-7:30 PM ’Coma watch In tha Main Gym*"
643,11,0,"OT","0",0,0,"SPRING RUSH"
644,11,0,"OT","0",0,0,"TAU KAPPA EPSILON April 1- Bartlaa 8 Jamaa Party April 2- Nard Miniature Golf April 3- Pizza Night Aprh 4,8,6 Roadtrtp to our big brother« at U.S.C. for OINGO BOINGO CONCERT."
645,11,0,"OT","0",0,0,"April 7 Caalno Night"
646,11,0,"OT","0",0,0,"April 10,11,12 More to baannouncad."
647,11,0,"OT","0",0,0,"For mora Information and time« and location« call Scott Sweat at 5267013."
648,11,0,"OT","0",0,0,"Spring 1« hare to atay Greek Weak 1« on It« way Gumby would Ilka to aay:"
649,11,0,"OT","0",0,0,"Watch out for Sigma Kl 11"
650,11,0,"OT","0",0,0,"AMA MEETING TUES11-12 ARCH 225 ’QUEST SPEAKER*"
651,11,0,"OT","0",0,0,"DAVE HADOBAS PRODUCT MGR."
652,11,0,"OT","0",0,0,"HERE-S WHAT’S PLAYING' SPRING QUARTER FILMS"
653,11,0,"OT","0",0,0,"NEED EXTRA CASH Poly Royal naada Claaa 2 driver«. Contact John Bird at 946-2487 now."
654,11,0,"OT","0",0,0,"Naro'a Pizza and Paata tmmadtata Opening« tor DaHvary paraorw full or part tlma. Muat have own car. Apply at 1017 Monterey SLO."
655,11,0,"OT","0",0,0,"ORGANIZED, anthualaatlc paraon wantadi Muat have car 8 ability to work wall wipaopla. 1615 hr« waakly/fl«xlbl«l Photo axp helpful, but not required. Call Karen 882-0488."
656,11,0,"OT","0",0,0,"Thick drlver-loc«l dallvert«« for building material« yard. Part-tim« and fuH-tlma hour« avail. Muat have truck axp. and good driving record."
657,11,0,"OT","0",0,0,"Mki. ago 21. Muat be avail during Summer. Call Waakdaya l2-4pm 544-1343."
658,11,0,"OT","0",0,0,"MACINTOSH MEMORY Ul 512K 1SM«gT04X>M«g FUUY GUARANTEED CaHforappt Memory ControHad Electronic«"
659,11,0,"OT","0",0,0,"A NUVOLaba company 9446788"
660,11,0,"OT","0",0,0,"UFRIQHt FREEZER-8190 OBO. POWER MOWER, newly rabuHt 880 OBO. Scott 6442884"
661,11,0,"OT","0",0,0,"WHI aubaldiza rent el Woodakfa. OWN-ROOM for Famala pkia extra«. Call 646 9297 for datalla."
662,11,0,"OT","0",0,0,"M/F Roommate needed to ahara mbi. home. Famala to ahara 8180, MVF alngl« 8175, call 6443084."
663,11,0,"OT","0",0,0,"Mala roommata naadad In houaa to ahara room. Cloa« to Poly, next to park. Avail, nowl 9438306541-^."
664,11,0,"OT","0",0,0,"MUST RENT ROOM AT WOOOSIDE NOWI Rant vary nagotlablel 5440662"
665,11,0,"OT","0",0,0,"Own room cloaa to PoN fun houaa SprfSum or beyond 266ifmo. 6448261."
666,11,0,"OT","0",0,0,"OWN ROOM IN LAGUNA LAKE 8290hno 8 DEP. CONTACT MIKE 641-3441."
667,11,0,"OT","0",0,0,"PrI. Room For Rant. 8267fmo. ElaoTwatar paw. Ck>«« to Poly. 641-I2t8"
668,11,0,"OT","0",0,0,"PRIVATE ROOM 4 RENT ONLY 8200. AVAIL. 5rt CALL ANDREA 6468196."
669,11,0,"OT","0",0,0,"ROOM FOR 1 or 2 oloaa to Poly 8380 n4 gohabl« (for 1) 6448784,641-8879"
670,11,0,"OT","0",0,0,"ROOM FOR RENT11 BLOCK TO POLY BIG YARD, OWN ROOM, LAUNDRY RM . FIREPLACE. MfF 8296hnO. 6448436."
671,11,0,"OT","0",0,0,"The Place You^ve Been Looking For!"
672,11,0,"OT","0",0,0,"3 BLOCKS FROM CAMPUS, Nawly Fum roomy 2 bdrma w/patio«, aauna, oabla, and more. CALL NOWI 5432032."
673,11,0,"OT","0",0,0,"2 BR w/pvt. bathe, free laundry, diahwaaher, garaga furn. for 4 WIndannara 880 6434894 941-8630"
674,11,0,"OT","0",0,0,"4bdron lake 1200. Alao 3 8 2 bdfe.1060 8 675.9436042."
675,11,0,"OT","0",0,0,"AWanSan Prataaaeie 4 bedroom 21/2 bath. Redwood and glaaa contam-porary homo. Solar, paik-Tlka aattlng, naar Cal Poly. 8199,900. Call"
676,11,0,"OT","0",0,0,"Farrell Smyth RÆ 5432172"
677,11,0,"OT","0",0,0,"BUYING A HOUSE?"
678,11,0,"OT","0",0,0,"For a flea Hat of aH tha affordable houaaa and condo« for aala In SLO, call Slav« Nalaon F/S Inc. 5438370."
679,11,0,"OT","0",0,0,"TIRED OF FINDING LARGE MOBILE HOMES WITH A LARGE PRICE THEN MY MOBILE HOME IS THE RIGHT SIZE FOR YOU 9468486."
680,11,0,"OT","0",0,0,"Commando"
681,11,0,"OT","0",0,0,"4M,S Jagged Edge 28plia«LlkaUa"
682,11,0,"OT","0",0,0,"789:15pm 789:19pm 4/11,12 SptaaLIkiUa 788:19pm 4/1819 Back to the Future 78830pm 4/23 Brother from Another Planai 789:19pm"
683,11,0,"OT","0",0,0,"4/30 Murphy'a Romano« 789:19pm 9/7 101 Dalmallona 789riX)pm 9G3,24 White Nlghta 78630pm 9/28 Stranger than Paradla 788:19pm"
684,11,0,"OT","0",0,0,"9/3t (Tobaannounoad) 78619pm"
685,11,0,"OT","0",0,0,"Just tor the health of it... Enter the"
686,11,0,"OT","0",0,0,"Wellness Decathlon"
687,11,0,"OT","0",0,0,"Tuaaday, April 8th 10 AM • 3 PM In thaUU Plaza. Award« glvan to «H compaHtor«"
688,11,0,"OT","0",0,0,"CHILD ORE-My home. Rallabla, axpart-anoad, dapandabla. 3t0 hour« par weak 83 par hour. Rafarencaa. Call Peggy 541-3809."
689,11,0,"OT","0",0,0,"HANDYMAN-CARPENTRY, GARDENING CLEAN-UP 87 par hr. RELIABLE. CALL PEGGY 541-3689.____________"
690,11,0,"OT","0",0,0,"WANTED: 30 Overweight people aariOM about loalng 1020 Iba In 30 day«. 100H guaranteed 481-1128"
691,0,0,"B","0",0,0,
692,11,0,"OT","0",0,0,"78 Honda Expraaa 2800 MHaa 8275 70 Puch 300 Mile« 8300 6468888"
693,11,0,"OT","0",0,0,"78 DATSUN TRK 4 SALE 81800. Runa great Plonaar Daok 6468196 Andrea."
694,11,0,"AT","0",0,1,"Mae West says,"
695,11,0,"AT","0",0,1,"Come up and tee me sometime and bring a copy of Mustang Dally!”"
696,0,0,"NA","0",0,0,"A ^ ."
697,0,0,"NA","0",0,0,"for C'""'"
698,11,0,"AT","0",0,2,"THE SOUND ALTERNATIVE"
699,11,0,"AT","0",0,2,"San Luis Obispo"
700,0,0,"B","0",0,0,
701,0,0,"NA","0",0,0,"^ . i pfillli Nt'W I"
702,0,0,"B","0",0,0,12
703,12,0,"PI","0",0,0,"Monday, April 7,1986 Mustang Dally"
704,0,0,"NA","0",0,0,"rf"
705,12,0,"SH","0",0,0,"DESIGN"
706,12,0,"AT","0",0,1,"RMS Housing"
707,12,0,"AT","0",0,1,"STUDENTOIOUSINC MANAGEMENT"
708,12,0,"AT","0",0,1,"NOW.tlASlMC FOR FALL QUARTER CALL OR STOP BY DURING OUR OTFICC HOURS MONDAY - FRIDAY I 00 - 4 00"
709,12,0,"AT","0",0,1,"699 CALIFORNIA BIYD 544-4270"
710,12,0,"ME","0",-1,0,"FrMipagcl"
711,12,2,"TXT","9",0,0,"The two-nun architecture team which won second place said they used colored banners as part of their design, because they felt the area would stand out from other parts of the campus."
712,12,2,"TXT","10",0,0,"F^ank Dost, one of the second place winners, said: **I think ours met the criteria.”"
713,12,2,"TXT","11",0,0,"Dave Oal, a junior landscape architecture major, said by definition a landmark is something different from its surroun-"
714,12,0,"AT","0",0,2,"AFFORD"
715,12,0,"AT","0",0,2,"SmCK)US TWO BEX)RC)OMTqWNHaviES designed for student living"
716,12,0,"AT","0",0,2,"FOUR BLOCKS FROM CAMPUS"
717,12,0,"AT","0",0,2,"NEWLY FURNISHED AND CARPETED"
718,0,0,"NA","0",0,0,"------------ -—OS"
719,0,0,"NA","0",0,0,"ftk,"
720,12,0,"AT","0",0,2,"★ LARGE. INDIVIDUAL RATIO"
721,12,0,"AT","0",0,2,"★ CATHEDRAL CEILINGS"
722,12,0,"AT","0",0,2,"★ FULL'LAUNDRY FACILITES"
723,12,0,"AT","0",0,2,"★ PANORAMIC VIEWS"
724,12,0,"AT","0",0,2,"★ FULLY LANDSCAPED"
725,12,0,"AT","0",0,2,"★ FREE CABLE TELEVISION"
726,12,0,"AT","0",0,2,"★ SAUNA"
727,12,0,"AT","0",0,2,"★ FREE PARKING"
728,0,0,"NA","0",0,0,"..fggTMH-"
729,12,0,"AT","0",0,2,"THEFLACE YOU\£BEEF LOOKING EOF!"
730,12,0,"AT","0",0,2,"Offerin!, a convenient ten month lease as well as yearly leases"
731,12,0,"AT","0",0,2,"LEASING my FOR FAlX QUARTER"
732,12,0,"AT","0",0,2,"CALLK9 513-2032"
733,12,0,"AT","0",0,2,"for information and an application"
734,12,0,"AT","0",0,2,"•-HOO STAFFORD ST. SAN LUIS OBISFO. CA. <=^ •"
735,0,0,"NA","0",0,0,"/"
736,12,0,"AT","0",0,3,"UNITED STATES ROBOTS"
737,12,0,"AT","0",0,3,"Now accopting applications for summor amploymont In our Automation Systsms Group located in Carlsbad, Callfornfa"
738,12,0,"AT","0",0,3,"TITLE: Associate Aatomatlon Enokiaar"
739,12,0,"AT","0",0,3,"REQUntEllENTS: - At least Junior standing"
740,12,0,"AT","0",0,3,"• Strong maohanloal daaign skMa"
741,12,0,"AT","0",0,3,"- Elaclro~machanlcal background prafarrad"
742,12,0,"AT","0",0,3,"JOB DESCRIPTION: Raspanalbla for daaign. Integration, and Implamantatlon of robotic workcaNa. Tl«a auccaatful candidate wW gain axparlanca In robot programming, macbanlc^ design, maoMno vision, and aystama bitagratlen."
743,12,0,"AT","0",0,3,"SEND RESUME TO:"
744,12,0,"AT","0",0,3,"UnN*4 SUIM RaSoU S4aS anéala Oriva CaHabaA CaManVa SSOOS"
745,12,0,"AT","0",0,3,"AnanHaK Alai Cataaiy"
746,12,0,"AT","0",0,4,"MOMMY"
747,12,0,"AT","0",0,4,"MADNESS"
748,12,0,"AT","0",0,4,"“THE ORIGINAL!"
749,12,0,"AT","0",0,4,"$8 buys any large one item pizza and two l6oz. cokes."
750,12,0,"AT","0",0,4,"EXTBA ITEMS $1 EACH FAST; FREE DELIVERY 775-A Foothill 544-3636"
751,12,0,"AT","0",0,4,"no coupons acctptsd, just ask"
752,0,0,"B","0",0,0,
753,12,0,"AT","0",0,5,"Ikke"
754,12,0,"AT","0",0,5,"the"
755,12,0,"AT","0",0,5,"this"
756,12,0,"AT","0",0,5,"Sign up for Army ROTC Basic Camp. You1l get six weeks of challenges that can build up your leadership skills as well as your body Youll also ^ almost fTOO."
757,12,0,"AT","0",0,5,"But hurry This summer may be your last chance to graduate from college with a d^ree and an officer^ commission. Be all you can be."
758,12,0,"AT","0",0,5,"Sec your Professor of Military Science for details."
759,0,0,"NA","0",0,0,"ee"
760,12,0,"AT","0",0,5,"Ai^MY RESERVE OFFIOERS TRAININC CORPS"
761,12,0,"AT","0",0,5,"Call Now! 546-2769"
762,12,2,"TXT","11",0,0,"dingi."
763,12,2,"TXT","12",0,0,"Many of the other students-who entered said there were communication problems and the competition requirements were unclear."
764,12,2,"TXT","13",0,0,"However, Loh said, the students who had organized the competition held a meeting at the beginning to address some of the entrants* questions about the designs."
765,12,2,"TXT","14",0,0,"The other senior project adviser for the competition, landscape architecture professor Gary Dwyer, said the primary reason for the competition was that it is very difficult to describe where anything is at Cal Poly."
766,12,2,"TXT","15",0,0,"“Visitors have enormous difficulty identifying where anything is on this campus,” he said. ""The landmark was simply an attempt to provide a space that was more readily identifiable.”"
767,12,2,"TXT","16",0,0,"Dwyer, who required the students in one of his classes last quarter to turn in competition submittals, said many of the designs he saw were good."
768,12,2,"TXT","17",0,0,"Although many of the submitted designs were impractical, Dwyer said, they weig provocative and exciting attempu to solve a complex issue."
769,12,2,"TXT","18",0,0,"Charlie Daniels, a landscape architecture junior, said the fact that no one was awarded fust place was an insult to a lot of people who entered the competition."
770,12,2,"TXT","19",0,0,"According to Loh, the competition will be held again in September and the $300 first prize will be added into next year’s prize monies, making the award worth double the apiount next year."
771,12,2,"TXT","20",0,0,"Loh stressed the prize money was not taken from this year’s, entrance fees but in fact came"
772,12,2,"TXT","20",0,0,"from money sponsored by the Alice C. Loh for Women in Environmental Design Competition Award."
773,12,2,"TXT","21",0,0,"Loh said the entry fee money went to the organizers of the competition."
774,12,2,"TXT","22",0,0,"Oiie of the student organizers, landscape architecture major Elaine Shaw, said the money should have gone for prizes and"
775,12,2,"TXT","22",0,0,"contest costs, with any remainder donated to the con-"
776,12,2,"TXT","22",0,0,"struction of the winning design."
777,12,2,"TXT","23",0,0,"Some of the students who entered the competition also expressed concern about where all of the money was going and believed that more money was being taken in than had been put forth."
778,12,2,"TXT","24",0,0,"Loh said she plans to advise the organizers to make the competition’s budget available to the public and said she trusa the organizers’ intentions."
779,12,2,"TXT","25",0,0,"“1 think there is some confusion, but I don’t think there’s any intention of unethical"
780,12,2,"TXT","25",0,0,"behavior,” Dwyer said."
781,12,2,"TXT","26",0,0,"According to Loh, she and the otbCT judges hope everyone sees this competition as a podtive"
782,12,2,"TXT","26",0,0,"experience instead of a negative one."
783,12,2,"TXT","27",0,0,"“I’ll be willing to try again next year,” Doet said."
784,12,2,"TXT","28",0,0,"The judges’ evaluation statement regarding the competition"
785,12,2,"TXT","28",0,0,"outcome will be potted tonight at a public reception to be held in the Architecture Building"
786,12,2,"TXT","28",0,0,"Gallery at 7*J0."
787,,,,,,,
788,,,,,,,
789,,,,,,,
790,,,,,,,
791,,,,,,,
792,,,,,,,
793,,,,,,,
794,,,,,,,
795,,,,,,,
796,,,,,,,
797,,,,,,,
798,,,,,,,
799,,,,,,,
800,,,,,,,
801,,,,,,,
802,,,,,,,
803,,,,,,,
804,,,,,,,
805,,,,,,,
806,,,,,,,
807,,,,,,,
808,,,,,,,
809,,,,,,,
810,,,,,,,
811,,,,,,,
812,,,,,,,
813,,,,,,,
814,,,,,,,
815,,,,,,,
816,,,,,,,
817,,,,,,,
818,,,,,,,
819,,,,,,,
820,,,,,,,
821,,,,,,,
822,,,,,,,
823,,,,,,,
824,,,,,,,
825,,,,,,,
826,,,,,,,
827,,,,,,,
828,,,,,,,
829,,,,,,,
830,,,,,,,
831,,,,,,,
832,,,,,,,
833,,,,,,,
834,,,,,,,
835,,,,,,,
836,,,,,,,
837,,,,,,,
838,,,,,,,
839,,,,,,,
840,,,,,,,
841,,,,,,,
842,,,,,,,
843,,,,,,,
844,,,,,,,
845,,,,,,,
846,,,,,,,
847,,,,,,,
848,,,,,,,
849,,,,,,,
850,,,,,,,
851,,,,,,,
852,,,,,,,
853,,,,,,,
854,,,,,,,
855,,,,,,,
856,,,,,,,
857,,,,,,,
858,,,,,,,
859,,,,,,,
860,,,,,,,
861,,,,,,,
862,,,,,,,
863,,,,,,,
864,,,,,,,
865,,,,,,,
866,,,,,,,
867,,,,,,,
868,,,,,,,
869,,,,,,,
870,,,,,,,
871,,,,,,,
872,,,,,,,
873,,,,,,,
874,,,,,,,
875,,,,,,,
876,,,,,,,
877,,,,,,,
878,,,,,,,
879,,,,,,,
880,,,,,,,
881,,,,,,,
882,,,,,,,
883,,,,,,,
884,,,,,,,
885,,,,,,,
886,,,,,,,
887,,,,,,,
888,,,,,,,
889,,,,,,,
890,,,,,,,
891,,,,,,,
892,,,,,,,
893,,,,,,,
894,,,,,,,
895,,,,,,,
896,,,,,,,
897,,,,,,,
898,,,,,,,
899,,,,,,,
900,,,,,,,
901,,,,,,,
902,,,,,,,
903,,,,,,,
904,,,,,,,
905,,,,,,,
906,,,,,,,
907,,,,,,,
908,,,,,,,
909,,,,,,,
910,,,,,,,
911,,,,,,,
912,,,,,,,
913,,,,,,,
914,,,,,,,
915,,,,,,,
916,,,,,,,
917,,,,,,,
918,,,,,,,
919,,,,,,,
920,,,,,,,
921,,,,,,,
922,,,,,,,
923,,,,,,,
924,,,,,,,
925,,,,,,,
926,,,,,,,
927,,,,,,,
928,,,,,,,
929,,,,,,,
930,,,,,,,
931,,,,,,,
932,,,,,,,
933,,,,,,,
934,,,,,,,
935,,,,,,,
936,,,,,,,
937,,,,,,,
938,,,,,,,
939,,,,,,,
940,,,,,,,
941,,,,,,,
942,,,,,,,
943,,,,,,,
944,,,,,,,
945,,,,,,,
946,,,,,,,
947,,,,,,,
948,,,,,,,
949,,,,,,,
950,,,,,,,
951,,,,,,,
952,,,,,,,
953,,,,,,,
954,,,,,,,
955,,,,,,,
956,,,,,,,
957,,,,,,,
958,,,,,,,
959,,,,,,,
960,,,,,,,
961,,,,,,,
962,,,,,,,
963,,,,,,,
964,,,,,,,
965,,,,,,,
966,,,,,,,
967,,,,,,,
968,,,,,,,
969,,,,,,,
970,,,,,,,
971,,,,,,,
972,,,,,,,
973,,,,,,,
974,,,,,,,
975,,,,,,,
976,,,,,,,
977,,,,,,,
978,,,,,,,
979,,,,,,,
980,,,,,,,
981,,,,,,,
982,,,,,,,
983,,,,,,,
984,,,,,,,
985,,,,,,,
986,,,,,,,
987,,,,,,,
988,,,,,,,
989,,,,,,,
990,,,,,,,
991,,,,,,,
992,,,,,,,
