"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","Hurley"
1582,11,0,"AT",0,0,0,"________________________"
1583,11,0,"AT",0,0,0,"DO YOU QUALIFY FOR WORK STUDY? If ao and you want an Iniaraaling, fun lob call Tha Mental Health Aaaoclatlon at 5414751 or 5042536 after 5pm. Flexible houia and good pay. ________________________(1-20)"
1584,11,0,"AT",0,0,0,"Make 3MONEY3 8 have fun doing It. River Way Ranch Camp near Sequoia Nt'l Pk. 100 sum-"
1585,11,0,"AT",0,0,0,"- mar camp joba, counaalora. In-atruclora, 3 more. On campua intarviawa, Jan. 19, 1140am 8 240pm. Sea Caraar Canter 4 aign-upa."
1586,11,0,"AT",0,0,0,"ALL WEATHER SUNGLASSES Quality ""Vuamat"" copy only 312.00 alao aoma with leather ahlalds for aklara 8 hlkara. CLIP/SAVE CALL 541-2062 (1-18)"
1587,11,0,"AT",0,0,0,"Vector Raaaarch Racafvar and Caaaatta, Dual OOO Turntable, Wharfdala apeak 541-4081"
1588,11,0,"AT",0,0,0,"(1-18)"
1589,11,0,"AT",0,0,0,"GREAT HOUSE WITH HOT TUB FURNISHED, LOTS OF EXTRAS LOS OSOS 3800 5247079"
1590,11,0,"AT",0,0,0,"(1-20)"
1591,11,0,"AT",0,0,0,"Completa Engine Otagnoatlc and Tunanip by oartlfiad auto-anglna-tuna- up apaclaHai on all American 8 foraign cara. 318 plua parta; 0 month/8000 mo guarantaa. Cali Frank al 541-3480 after 5p .m."
1592,12,0,"NA",0,0,0,"_______________________(3^"
1593,12,0,"NA",0,0,0,"PagtiX"
1594,12,0,"CN",0,0,0,"Roomers*"
1595,12,0,"PL",0,0,0,"MMUnBDOy Monday, j"
1596,12,0,"NA",0,0,0,"nr.itn"
1597,12,0,"NA",0,0,0,"....WELU, HEATHQ?JW<STZU MArf Pt TWE NEW TO5MMÃCTE. WEli^E IXOCJNÃ©,"
1598,12,0,"NA",0,0,0,"^"
1599,12,0,"NA",0,0,0,"A... HOW GOMP-W RkJD li^rouRgeiE WITHOUT Housing^"
1600,12,0,"NA",0,0,0,"J"
1601,12,12,"HL",0,0,0,"ASI announcements'"
1602,12,12,"TXT",1,0,0,"The Student Senate has a number of critical issues confronting it this quarter. Several of these, including the proposal submitted by Mark Roland regarding student review of the instructorâ€™s course syllabus, will ultimate- -ly be voted on by the student body. The, ASI and this newspaper will do their best to inform you of the issues prior to the election in order for you to make a knowledgmble choice."
1603,12,12,"TXT",2,0,0,"AtUeticFee"
1604,12,12,"TXT",3,0,0,"A Senate Rescdution will be presented on Wednesday evening, Jan. 19. that will call for a student vote on an athletic fee referendum that will be used to determine whether or not students support a small fee that will provide support to the intercollegiate sports program and allow free admittance to all sporting events (except football games) for all Cal Poly students."
1605,12,12,"TXT",3,0,0,"Smosmer quarter"
1606,12,12,"TXT",4,0,0,"With the proposed elimination of funding for this summer quarter included in the governorâ€™s bkdget, students must work to persuade the state legilsature of the false economy which tl^ represents. Clearly, if the governor is successful in this attempt, students will be forced to prolong their education and compete more heavily for classes during the regular terms."
1607,12,12,"TXT",5,0,0,"Below is* the address of freshman Assemblyman Eric Seastrand, and State Senator Ken Maddy (who is a strong voice on the Senate Finance (Committee). We encourage you to take"
1608,12,12,"TXT",5,0,0,"the time to explain your concerns to these legislators."
1609,12,12,"TXT",6,0,0,"Assemblyman Eric Seastrand State Capitol Building Sacramento, California 95814"
1610,12,12,"TXT",6,0,0,"Senator Ken Maddy State Capitol Building Sacramento, California 96814 Financial Aid"
1611,12,12,"TXT",7,0,0,"As the Mustang Daily noted last week, the Board of Trustees of th<h(!SU I ordered an additional $4 fee increase to pay for financial aid. This- unprecedented step indicates a growing move to shift the burden of maintaining access to the CSU to its students, and an abandonment of the stateâ€™s respon-siblility. This issue will also be addrass-ed by the Student Senate at an upcoming meeting."
1612,12,12,"TXT",8,0,0,"Student Relations Board"
1613,12,12,"TXT",9,0,0,"Students in statistics, marketing, journalism, graphic design, and otho-fields who ate interested in obtaining experience in developing and implementing surveys, should contact the Chair of the Student Relations Board, Catherine Fraser at the ASI Office (546-1291). The board is responsible for surveying, marketing, and conducting elections."
1614,12,12,"TXT",10,0,0,"For more information contact Kevin Moses, ASI Vice President, University Union 217B (546-1291)."
1615,12,12,"TXT",11,0,0,"Student Senate meets on Wednesday evenings at 7 in UU 220. n^vin Moses ASI Vice President"
1616,12,13,"HL",0,0,0,"Intramurals information"
1617,12,13,"TXT",1,0,0,"Welcome to winter quarter!! Looks like summer has lasted a little longer than expected so take a break, enjoy the sun and get involved in the exciting activities the Recreational Sports Office has to offer you."
1618,12,13,"TXT",2,0,0,"Sign up for six player and doubles volleyball this Monday, Jan. 17, at 7 p.m., in Room 212, Science North. Each team desiring entry must sÂ«nd a representative to this meeting. Interested in floor hockey??? Rules and game procedures will be covered in depth at the mandatory managersâ€™ meeting Monday, Jan. 17 at 6 p.m. in Room 202 of Science North. Teams will compete in a weekly league."
1619,12,13,"TXT",3,0,0,"C^me and get that summer tan back by joining an innertube basketball team by this Friday, Jan. 21 at 4 p.m. in the Recreational ^Â»rts Office. U.U. Room 104. Play will be held Monday nights and Sunday afternoons."
1620,12,13,"TXT",4,0,0,"Jazz yourself into shape Monday, Wednes^y and Fridays from noon to 1 p.m. in a jazz exercise class for women. 'Phe class begins Friday, Jan. 21 in the Wrestling Rmm in the Main Gym."
1621,12,13,"TXT",4,0,0,"Ck>meon boogie down!!!"
1622,12,13,"TXT",5,0,0,"Entries for the singles competition in handball will be taken until Friday, Jan. 21 at 4 p.m. Competition in leagues will be arranged by the competitors and they will be given court reservation priority. Play begins Monday, Jan. 24."
1623,12,13,"TXT",6,0,0,"Twinges in the hinges and open recreational swimming for the disabled will be held Monday and Tuesday from noon to 1 p.m. and Friday from 11 a.m. to 1 p.m. If space allows, recrea-tional/Iap swimming will be available to the disabled public. Check with the Recreational Sports office or the Disabled Students Office for details on bowling for the disabled 'This activity will continvie throughout the yesa with play beginning early evenings on days to be determined, usually Mondays. Call 546-1366 for information."
1624,12,13,"TXT",7,0,0,"Donâ€™t forget about the recreational sports hotline for recorded update. The number is 546-1447."
1625,12,13,"TXT",8,0,0,"Upcoming next week...â€œindoorâ€ soccer, two-player volleyball, one pitch softball and much more!!!!!"
1626,12,0,"MH",0,0,0,"Mustang Daily "
1627,12,0,"MH",0,0,0,"Editorial Board Robin Lewis, Editor 1 Hose Ann VIena, Managing Editor 1 >>mncy l^wis, Editorialdssitant 1 fiidy I.ut7, EditorijI.litittant Publisher journalism Department Room 22S, Graphics BuUdiaf Cal Poly Saa Luis Obispo, CA S34S7"
1628,12,0,"MH",0,0,0,"r  l.. Joann Scremet, Crtnrral Manager Hecfci Nnanes, Advertising Manager Shawn Turner, Sports Editor Gayle McCallum, Copy Editor IJsa Winter, Copy Editor Tom Viskocil, Photo Editor .Hike Dawson and Joe Boyle, Circulation Printed on campus by University Graphic Sytums Robert Dunn, General Manager Lynne Conlan, Publishing Manager Pete Boothby, Asst, Mgr., Typesetting Operations Vince Fesunoff, Asst. Mgr., Web Operations Keith Chandler, Asst. Mgr., Newspaper Production"
1629,12,0,"NA",0,0,0,"CUCK TDCiETNER.j"
1630,12,0,"NA",0,0,0,7
1631,12,0,"NA",0,0,0,"5AH, I CAN UNDBee5T;4ND."
1632,12,0,"NA",0,0,0,"rWAâ‚¬> HE-ICO NOfeY"
1633,0,0,"B",0,0,0,
1634,12,0,"BL",0,0,0,"by Henry Yaaui"
1635,12,0,"NA",0,0,0,"rnnnrrr"
1636,12,0,"NA",0,0,0,"HO, IVl A"
1637,12,0,"NA",0,0,0,"klSTi^MAWlAC.:"
1638,12,0,"NA",0,0,0,"7^â€œ"
1639,0,0,"B",0,0,0,
1640,0,0,"B",0,0,0,
1641,0,0,"B",0,0,0,
1642,12,3,"SH",0,0,0,"Iietter&"
1643,12,3,"HL",0,0,0,"Political unconsciousness"
1644,12,3,"BL",0,0,0,"Editor"
1645,12,0,"NA",0,0,0,"a"
1646,12,3,"TXT",1,0,0,"Jim Austin's letter on the antiwar movement {Mustang Daily 1/11/83) was disappointing but unsurprising. It was disappointing in the sense that he revealed a complete lack of ' understanding of tbs antiwar movement; it was unsurprising in that he merely reflected the predominantly conservative attitudes that accompany a widespread political unconsciousness."
1647,12,3,"TXT",2,0,0,"His criticism of the movement begins, of course, with gross oversimpliBcations of its belief and attitudes. He mistakenly characterizes the â€œpeaceâ€ movement as a â€œhateâ€ movement by saying that iwotestors hated everyone over 30, that minority groups hated whites, that women's liberationists hated men, that ecologists hated science and technology, etc. Hue series of assertions is prejudicial, blatantly false, and based upon a shallow examination of the facts. Protestors did not hate everyone over 30; they hated shortsighted, warmongering policies that were 1) established by local, state, and national governments, 2) rooted in self-interest and self-aggrandizement. 3) philosophically grounded in the specious post-WW II belief that America was â€œthe protector of the FVee World,â€œ and 4) usually formed by middle-aged men. Minorities did not hate whites; they hated the prejudice and discrimination that were levied against them by whites. Womenâ€™s liberstionists did not hate men; they hated the traditional belief system (fostered by men) that locked them into roles as housewives and baby machines. The ecology movement did not (and does not) hate science and technology; it hates the unthinking use of science and technology to the detriment of our precariously-balanced ecosystem. These were and are the real issues, and they sould not be obscured by flippant, coercive rhetoric."
1648,12,3,"TXT",3,0,0,"Further, although it is true (as Austin implies) that some factions of the antiwar movement were composed of radical â€œfringeâ€ groups-the Weather"
1649,12,3,"TXT",4,0,0,"Underground and the Black Panthers, for example-the movement as a whole cannot be characterized by their activities any more than the Republicans can be characterized by the actions and beliefs of Jerry Falwell or Anita Bryant (or even Richard Nixon). Confusing the mwits of an issue with the character of one of its spokesmen shows weak thinking. something Mr. Austin de^nstrates repeatedly."
1650,12,3,"TXT",5,0,0,"Perhaps the most blatant example of this is found in his concluding paragraph. Ignoring for the moment Austinâ€™s indirect assertion that McGovern lost the 1972 election because the antiwar movement supported him (again, an extreme oversimplification of the facts), and also ignoring Austinâ€™s rather bizarre assumption that electing Nixon was a testament to the wisdom of the American public, we are left with his statement that â€œthe abolishing of the military draft and President Nixonâ€™s wind down of the Vietnam War took much of the wind from the sails of the movement.â€ Think about it. This is equivalent to saying that â€œgranting women the vote took much of the wind from the sails of the suffrage movement.â€™!| That makes sense; when you accomplish your goals, there isnâ€™t much need to continue pursuing them."
1651,12,3,"TXT",6,0,0,"Face it. The antiwar movement was a success. Despite Nixon's invasion (whoops, I mean â€œincursionâ€) into Cambodia and his rhetoric about â€œpeace with honorâ€ and â€œhonorable withdrawalâ€ (slogans even mme mindless than â€œlove and peaceâ€), the weight and strength of Amwican opinion was overwhelmingly against the war, and American opinion forced him to mid it. Contending that the American public ignored, loathed, and despised the antiwar movement (as Austin does) ignores historical fact and the flow of current events."
1652,12,3,"TXT",7,0,0,"Well, some people still believe that the world is shaped like a pancake, so I guess anything is possible."
1653,12,3,"BL",8,0,0,"Michael A. Pemberton"
1654,12,4,"HL",0,0,0,"Summer quarter needed"
1655,12,4,"BL",0,0,0,"Editor:"
1656,12,4,"TXT",1,0,0,"While many of the budget cuts that Governor Deukmejian has ordered are frightening and unfair, that lack of appropriation of funds sufficient to ke^ Cal Poly in session during the summer, in addition to the former chargee, is downright stupid."
1657,12,4,"TXT",2,0,0,"It is true that taking Cal Poly out of function during the summer quarter would serve as an immediate cost reduction, but what would the consequences of this be. Today, many Cal Poly students do not plan to use only the traditional four times three quarters to graduate. The summer sessions, however, have so far provided an excellent opportunity for students to graduate within four years an3rway. If that opportunity is removed, many students will have to delay their graduations and thereby stay longer in the facility. The result heraof hardly constitute any savings per student although, of course, it will mean that there will be room for less new students. At a university that is already impacted, I wonder if anyone in his right mind could justify this."
1658,12,4,"TXT",3,0,0,"Another question is that of efficiency and appropriate utilization of the facilities and equipment that the university possesses uid will continue to possess over the summer. Considering the fact that majors such as computer sdsnee are greatly impacted, the facilities in these dq>artments should be used to their fullest. Of course, the sight of an â€œemptyâ€ campus over the summer would also be a heartbreaking one."
1659,12,4,"TXT",4,0,0,"Finally, it seems that the timing of the consideration to cancel the summer quarter is very irresponsible. 0>nsider-ing the fact that many students have to plan ahead, a five and a half month warning is clearly insufficient. Then again, who knew that we would get Deukmejian as governor?"
1660,12,4,"TXT",5,0,0,"I urge all concerned students and faculty members to write Goveri^r George Deulanejian (State Capitol, Sacramento. CA 96814) and ask that sufficient funds be reinstated to maintain the sununar quarter. Part of these funds might be obtained by selling the Governorâ€™s mansion. Then again, we all have different priorities."
1661,12,4,"BL",0,0,0,"LamPvrpsr"
