"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQN = name in a block quote; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","ADVERTISEMENT NUMBER","SCANNED TEXT"
532,8,0,"AT",0,0,6,"Moving t Storage Come To The Place That Has The Space. •Graduates •Students going home • Faculty"
533,8,0,"AT",0,0,6,"-Sizes Available-4x3x5 $10.00 MO. 5x6x7 $20.00 MO."
534,8,0,"AT",0,0,6,"7x7x7 $35.00 MO."
535,8,0,"AT",0,0,6,"u"
536,8,0,"AT",0,0,6,"MOVIfiG? It's nice going UNf"
537,8,0,"AT",0,0,6,"unF"
538,8,0,"AT",0,0,6,"269 Tank Farm Road San Luis Obispo 544-9626"
539,9,0,"PI",0,0,0,"Mustang Daily"
540,9,0,"PI",0,0,0,"Monday, April 15,1985"
541,9,0,"SH",0,0,0,"Sports"
542,9,0,"PI",0,0,0,"Paga 9"
543,9,11,"HL",0,0,0,"Braves down San Diego"
544,9,11,"HL",0,0,0,"Murphy fourth player with four homers in four games\"
545,9,11,"TXT",1,0,0,"ATLANTA (AP) — Dale Murphy ripped a two-run homer, his fourth in four games, and Bruce Sutter pitched out of a jam Sunday to lead the Atlanta Braves to a 3-1 victory over the San Diego Padres."
546,9,11,"TXT",2,0,0,"Murphy’s drive in the fourth, off loser LaMarr Hoyt, 0-1, followed a single by Brad Korn-minsk and sent the Braves to their fourth triumph in five games."
547,9,11,"TXT",3,0,0,"Atlanta starter Rick Mahler left with one out in the ninth after Terry Kennedy singled. Reliever Terry Forktifr walked Kurt Bevacqua and Sutter came on to get the final two outs for his second save.  - -"
548,9,11,"TXT",4,0,0,"Glenn Hubbard tied a major league record for second baseman with 12-assists. The feat has been accomplished four times, the last by Chicago’s Ryne Sandberg in June 1983."
549,9,11,"TXT",5,0,0,"The Braves led 1-0 in the first when Claudell Washington doubled and scored on Kommin-sk's single."
550,9,11,"TXT",6,0,0,"The Padreb tied it in the fifth when Tim Flannery singled and Garry Templeton doubled him home."
551,9,11,"TXT",7,0,0,"Red-hot Dale Murphy hit a two-run homer in the 10th inning Saturday to give the Atlanta Braves a 7-5 victory over the San Diego Padres after Bob Horner's first home run since last Mav23"
552,9,11,"TXT",7,0,0,"keyed a three-run ninth-inning rally."
553,9,11,"TXT",8,0,0,"Murphy’s drive over the left-field fence came after Brad Komminsk opened the 10th with a single off reliever Tim Stoddard, 0-1. The homer was Murphy’s third of the season and gave him eight RBls in four games. He i.s batting .53.3"
554,9,11,"TXT",9,0,0,"Home runs by- Terry Kennedy and Kevin McReynolds .in. a three-run eighth inning had given the Padres a 5-2 lead”. But Murphy drew a leadoff walk off reliever Dave Dravecky to start the Braves' ninth and Horner, who missed most of last season with a broken wrist, homered to make it 5-4."
555,9,12,"HL",0,0,0,"A’s keep Califorr to three hits in w\"
556,9,12,"TXT",1,0,0,"OAKLAND, Calif. (AP) — Mike Davis hit a three-run hom( second and a sacrifice fly in the eighth Sunday to pace the t Athletics to an 8-1 victory over the California Angels."
557,9,12,"TXT",2,0,0,"Winner Chris Codiroli, 1-1, pitched three-hit ball througl innings. Ife left because of á slightly stiff neck as .Jay Mow finished up. allowing one hit, for his first save."
558,9,12,"TXT",3,0,0,"Davis’ homer off Mike Witt, 0-2, was the second of the s»"
559,9,12,"TXT",4,0,0,"'I^he Angels scored in the third on as Brian Downing sing Gary Pettis, who had singled and advanced on a groundou <)akland scored its fourth run in the sixth when Dave Cc>l singled, went to third on Carney Lansford's single-and scor ■> Bruce Bochte grounded into a double play."
560,9,12,"TXT",5,0,0,"The A's added four runs in the eighth after loading the b, Alfredo Griffin s single, an error by right fielder Reggie ,Jai Collins’ drive and a walk to Lansford. Bochte delivered a tv single, chasing Witt."
561,9,12,"TXT",6,0,0,"Reliever Luis Sanchez and walked Murphy and Mike Heu force in a run, and Davis drove in the final run with his flv tii."
562,9,13,"HL",0,0,0,"Ruess hit in arm-bv ball"
563,9,13,"HL",0,0,0,"Five Giant pitchers used, Dodger rally sho^^t"
564,9,13,"TXT",1,0,0,"LOS .AN’GKLF.S (AP) - Chris Hhnfwn greeted Los Angeles rebever Tom Niedentuer with a tw«*.MÎ« double that sparked a five-run sixth inning Sunday and. carried the Sun Francisco (liants past the Los Angeles Dodgers 8-4."
565,9,13,"TXT",2,0,0,"With the score tied 1-1, .Jeff Leonard opened the San Fran-ci.scp sixth with a single that stfuck starter .Jerry Reuss in the"
566,9,13,"TXT",3,0,0,"arm and ricocheted into his iaw. Reuss then walked Bob Brenly"
567,9,13,"TXT",3,0,0,"and David tireijn to fill the bases."
568,9,13,"TXT",4,0,0,"Niedentuer replaced Reuss, and Brown doubled home Leonard and Brenly. Pinch hitter Chili Davis followed with a two-run single and Davis eventually scored on Dan Gladden’s single."
569,0,0,"B",0,0,0,
570,0,0,"B",0,0,0,
571,0,0,"B",0,0,0,
572,9,0,"AT",0,0,1,"I Every person riding a bicycle is subject to all the duties applicable to the driver of any other vehicle. Violators will be cited"
573,0,0,"NA",0,0,0,"ñ"
574,0,0,"NA",0,0,0,"î«î"
575,0,0,"NA",0,0,0,"-Or"
576,0,0,"NA",0,0,0,"m"
577,0,0,"NA",0,0,0,"SlATI(3îfi"
578,0,0,"B",0,0,0,
579,0,0,"B",0,0,0,
580,9,0,"AT",0,0,3,"MIchaef Drosnin"
581,9,0,"AT",0,0,3,"Citizen"
582,9,0,"AT",0,0,3,"Hughes"
583,9,0,"AT",0,0,3,"Pub Price $18.95"
584,9,0,"AT",0,0,3,"Now"
585,9,0,"AT",0,0,3,".$12.30"
586,9,0,"AT",0,0,3,"HARDBACK"
587,9,0,"AT",0,0,3,",\ New ^ ork I imes Besi vSeller"
588,9,0,"AT",0,0,3,"BCbooJ"
589,9,0,"AT",0,0,3,"¿i^BookstDe"
590,9,13,"TXT",5,0,0,".Jim Gott went five impiigs. 'I’he (liant.s scored tv ■ giving up five hits, including eighth on pinch hitter li .Mike Scioscia s’RMl single m the iwo-run homer, hi- '"
591,0,0,"NA",0,0,0,"---('arlos Diaz."
592,9,13,"TXT",6,0,0,"fourth, foi the victory. Scott"
593,9,13,"TXT",6,0,0,"(iarrelts. the fifth San FrannsiM       ..._"
594,9,13,"TXT",6,0,0,"pitcher, went the final I 1-.3 inn      Angeles scored"
595,9,13,"TXT",6,0,0,"ings for his first save.        inlheeighth."
596,0,0,"NA",0,0,0,"\"
597,9,0,"AT",0,0,1,"Cal Poly Bicycle Patrol ♦"
598,9,0,"AT",0,0,2,"Than IceAJream__& Better j"
599,9,0,"AT",0,0,4,"Mozz-Burger, Fries, Soft Drink"
600,0,0,"NA",0,0,0,"\ \"
601,9,0,"AT",0,0,4,"AC      beef patty on French roll, spread with"
602,9,0,"AT",0,0,4,"^ 40 seasoned sauce, covered with mozzarella cheese ^   and baked in the oven."
603,9,0,"AT",0,0,4,"Monday Special"
604,0,0,"B",0,0,0,
605,0,0,"NA",0,0,0,"r"
606,9,0,"AT",0,0,4,"The I"
607,9,0,"AT",0,0,4,"crestI"
608,9,0,"AT",0,0,4,"pizza parlor 179 N. Santa Rosa, S.L.O. 544-7330 ÿ"
609,9,0,"AT",0,0,4,"New Happy Hour!"
610,9,0,"AT",0,0,4,"Beer 3-6"
611,9,0,"AT",0,0,4,"pitcher $2.00 mugs 35c"
612,0,0,"NA",0,0,0,"\"
613,9,0,"AT",0,0,2,"H FROZEN YOGURT-COOKIES-BAGELS-DRINKS ^"
614,9,0,"AT",0,0,2,"♦1Í 8)90 Foothill Blvd. open dail\ includimi Sund.iv"
615,9,0,"AT",0,0,2,"I'mvcrsitv .Square ('enter"
616,9,0,"AT",0,0,2,"Ph. 5U-2KU"
617,0,0,"NA",0,0,0,"- -     •K*"
618,0,0,"NA",0,0,0,"»I* »>1* •¿•¿9 9>28 »>28        »>29 »>^8 » J¿9 »» »*♦:« »*♦^9 »>29 »» »1«C« »>.8 »2»>"
619,9,0,"AT",0,0,3,"35% OFF 35% OFF 35% OFF"
620,9,0,"AT",0,0,5,"THE SHAPE OF THINGS TO COME..."
621,9,0,"AT",0,0,5,"3 mo. for $55 OR 6 mo. for $99"
622,9,0,"AT",0,0,5,"(new members only) Gym ancJ aerobics"
623,9,0,"AT",0,0,5,"Free program instruction Open 7 days a week Extensive Co-ed aerobics Computerized lifecycles (minimal fee) Nautilus, World Class, Universal machines and free weights"
624,0,0,"NA",0,0,0,"<"
625,0,0,"NA",0,0,0,"/"
626,0,0,"B",0,0,0,
627,0,0,"NA",0,0,0,"U"
628,9,0,"AT",0,0,5,"3546 S. Higuera SLO"
629,9,0,"AT",0,0,5,"541 .5180"
630,0,0,"B",0,0,0,
631,0,0,"B",0,0,0,
632,0,0,"NA",0,0,0,"m"
633,0,0,"NA",0,0,0,"( I"
634,0,0,"B",0,0,0,
635,0,0,"NA",0,0,0,"■V-"
636,10,0,"PI",0,0,0,"P«g«io"
637,10,0,"SH",0,0,0,"Sports."
638,0,0,"B",0,0,0,
639,10,0,"PI",0,0,0,"Mustang Dally   Monday^ April 1S, 198S"
640,10,14,"HL",0,0,0,"Tulane players expected to plead Innocent.today"
641,10,14,"HL",0,0,0,"School’s senate expected to drop program"
642,10,14,"TXT",1,0,0,"NEW ORLEANS (AP) - Two players and two other men accused of conspiring to shave points in Tulane University basketball games were expected to plead innocent Monday, the same day the school's student senate will vote on dropping the sport   r"
643,10,14,"TXT",2,0,0,"The senate is expected to support President Eamon Kelly’s recommendation to abolish men’s basketball because of the scandals that have rocked the 150-year -old school the past month."
644,10,14,"TXT",3,0,0,"The university’s 23-member ooard of administrators Will vote on basketball Thursday."
645,10,14,"TXT",4,0,0,"“I hate to see the program dropped, but he has some good points,” said Steve Master, sports editor of the school’s student newspaper, who met with Kelly last week."
646,10,14,"TXT",5,0,0,"He said Kelly told selected students', faculty members and university personnel that he believed the current atmosphere of major college athletics is conducive to illegal and unethical behavior. He therefore wants the sport dropped permanently."
647,10,14,"TXT",6,0,0,"Coach Ned Fowler and two assistant coaches resigned April 4 after Kelly learned illegal payments were made to some"
648,10,14,"TXT",6,0,0,"players, a violation of NCAA rules. 1"
649,10,14,"TXT",7,0,0,"Also that day, an Orleans Parish grand jiiFy handed up an indictment charging eight people, including three players, in the gambling case. Two players, John Johnson and Clyde Eads, were granted immunity from prosecution in exchange for their testimony."
650,10,14,"TXT",8,0,0,"On Friday, Athletic Director Hindman Wall resigned, saying, “I’ve had it with lawyers, courts and problems through the years.”"
651,10,14,"TXT",9,0,0,"Star center John “Hot Rod” Williams, 23, point guard David"
652,10,14,"TXT",10,0,0,"Dominique, 19, and two nonstudents — Craig Bourgeois, 21, and convicted-bookmaker Roland Ruiz, 48, — were expected to plead innocent Monday before Criminal District Judge Alvin Oser."
653,10,14,"TXT",11,0,0,"All are charged with sports bribery and conspiracy to commit sports bribery."
654,10,14,"TXT",12,0,0,"Two students implicated in the case, Mark Olensky, 21, of Fair Lawn, N.J., and David Kranz, 21, of New Rochelle, N.Y., pleaded innocent to similar charges last week. Kranz also pleaded innocent to one count of' cocaine possession and nine counts of selling the drug to three players."
655,10,14,"TXT",13,0,0,"Guard Bobby Thompson. 21, and student David Rothenberg, 22, of Wilton, Conn., pleaded guilty to charges as part of a pleS bargain. They are to be sentenced July 9."
656,10,14,"TXT",14,0,0,"Conspiracy carries a maximum penalty of 2‘/i years in prison and a $2,500 fine; the maximum penalty on the drug charge is five years in prison and a $5,000 fine."
657,10,15,"HL",0,0,0,"Lwiper comes from four back to wear green jacket"
658,10,15,"HL",0,0,0,"Water sinks Strange, German wins"
659,10,15,"TXT",1,0,0,"AUGUSTA. Ga. (AP) - West German Bernhard Langer, taking full advantage of ’Curtis / Strange's watery disasters Sunday, fired a 4-under-par 68 in the ck'sing round and became only the third foreign player to win the prestigious Masters golf .tournament."
660,10,15,"TXT",2,0,0,", linger, the first German to win any of golf’s four major championships, acquired his first American triumph by a two-stroke margin with a 282 total. 6-under-par on the Augusta National Golf Club course that was da;npened by an occasional drizzle. •"
661,10,15,"TXT",3,0,0,"l^anger, four shots back with nine holes to play in the chase for the famed green jacket that goes to the winner, used the two par-5’s on the back nine, the 13th and 15th, as the keys to his triumph."
662,10,15,"TXT",4,0,0,"Langer birdied both, reaching the putting surface in two and 2-putting on each."
663,10,15,"TXT",5,0,0,"Strange, who hadn’t even expected to play here, opened the tournament with an 80 and bogeyed both those holes.He hit into Rae’s Creek on the 13th and took two shots to get out of the little stream trickling along in a' rocky ravine."
664,10,15,"TXT",6,0,0,"On the 15th, Strange looked up in disbelief when his second shot found the pond in front of the green."
665,10,15,"TXT",7,0,0,"It sent the leading money winner for the year on the PGA tour reeling back into the pack and paved the. way for the curly-haired Langer, 27, to join South African Gary Player and the current British Open champion, Seve Ballesteros of Spain, as the only foreign winners of the tournament that ranks with the U.S. and British Opens and the PGA as the game’s Big Four."
666,10,15,"TXT",8,0,0,"Strange, the winner of two Tour events already this season."
667,10,15,"TXT",9,0,0,"finished with u 71 and was tied for second at 284 with Ballesteros and third-round leader Ray Floyd."
668,10,15,"TXT",10,0,0,"Ballesteros shot 70 and Floyd matched par-72."
669,10,15,"TXT",11,0,0,"Jay Haas, once Strange's roommate at Wake Forest, was next at 67-285."
670,10,15,"TXT",12,0,0,"Jack Nicklaus, vainly seeking an expansion of his record collection of 17 major professional titles, was tied at 286 with Craig Stadler, Bruce Lietzke and Gary Hallberg."
671,10,15,"TXT",13,0,0,"Hallberg, who has taken to wearing an Indiana Jones fedora hat, managed a 70 despite af bail in the water and a double bdgey on the par-3 12th. Stadler, a former winner here, and Lietzke, a cross-handed putter, also had 70s."
672,10,16,"HL",0,0,0,"Oilers drop Kings^won’t relax oh win"
673,10,16,"TXT",1,0,0,"INGLEWOOP. CaUf. (AP) -The Edmonton Oilers, safely past the opening round, aren’t letting themselves relax in their quest to repeat as Stanley Cup champions. ' <"
674,10,16,"TXT",2,0,0,"“We haven’t won anything yet. We need 12 more wins to get it,” said Oilers winger-Glenn Anderson, whose overtime goal Saturday night lifted Edmoi^on to a 4-3 victory and a tnree-game sweep of the Los Angeles Kings."
675,10,16,"TXT",3,0,0,"The narrow victory was not unlike, the Oilers’ first two victories in the series in Edmonton. They edged the Kings 3-2 in overtime in the first game and 4-2 on an empty-net goal in the second."
676,10,16,"TXT",4,0,0,"“This jvas a close series, and _ all three games could have gone either way,” said Edmonton Coach Glen Sather."
677,10,16,"TXT",5,0,0,"Sather said the Oilers could not have won without the deft goaltending they got from Grant Fuhr."
678,10,16,"TXT",6,0,0,"' The difference was the play of Fuhr and our playoff experience,” said Sather."
679,10,16,"TXT",7,0,0,"Wayhe Gretzky, who did not score a goal in the series, said. “Goaltending is the playoffs. It's been that way for 50 years. ""   *"
680,10,16,"TXT",8,0,0,"The Oilers are expecting the rest of the playoffs to be just like this hard-fought series."
681,10,16,"TXT",9,0,0,"“It seems that everytime you get past a smaller mountain, there's a bigger mountain waiting around the corner,” said Anderson."
682,10,16,"TXT",10,0,0,"If nothing else, the Kings, who played well against the Oilers in the regular season, once again proved themselves a stern test for the defending champs."
683,10,16,"TXT",11,0,0,"“We have to optimistic about next year,“ said Los Angeles wing Dave Taylor. “We made some great strides.”"
684,10,0,"AT",0,0,1,"MOMMY"
685,10,0,"AT",0,0,1,"MADNESS"
686,10,0,"AT",0,0,1,"$8.00 buys any large one, item pizza and two bo’ttles of coke"
687,10,0,"AT",0,0,1,"FAST, FREE DELIVERY"
688,10,0,"AT",0,0,1,"775-A Foothill  544-3636"
689,11,0,"PI",0,0,0,"Mustang Daily"
690,11,0,"PI",0,0,0,"Monday, April 15,1985"
691,11,17,"HL",0,0,0,"Haarns and Haaler battle        \; '"
692,11,17,"HL",0,0,0,"Tonight it is put up and shut up for fighters"
693,11,17,"TXT",1,0,0,"LAS VEGAS,“ Nev. (API -Marvelous Marvin Hagler and Thomas ""Hit Man” Hearns get the chance to back up their boasts Monday , night in this town where talk has always been cheap."
694,11,17,"TXT",2,0,0,"They will collide in a scheduled 12-round bout in a sold out, 15,088-seat outdoor-arena, just a shout from the gaming tables at Caesars Palace."
695,11,17,"TXT",3,0,0,"At stake is the undisputed middleweight championship held"
696,11,17,"TXT",4,0,0,"by Hagler. A bonus, at least for the winner, could be the kind of public recognition both men think they deserve, but have not received."
697,11,17,"TXT",5,0,0,"""What’s going to happen after this fight is my popularity is going to grow so much that my privacy is going to be limited,"" the 30-year-old Hagler said. “There is no doubt in my mind that I'll knock out Tommy Hearns.""       ^"
698,11,17,"TXT",6,0,0,"""1 feel 1 can do it in three"
699,11,17,"TXT",6,0,0,"rounds,"" said Hearps, 26. the World Boxing Council sufjer welterweight champion and former World Boxing Asswia-tion welterweight champion. ""1 predict a third-round knockout."""
700,11,17,"TXT",7,0,0,"There’fe no question that these two millionaires are- boxing power brokers."
701,11,17,"TXT",8,0,0,"Hagler has scored 5 0 knockouts in compiling a 60-‘2-2 record in a pro career^ dating back to 1973."
702,11,17,"TXT",9,0,0,"Hearns has a 40-1 record with"
703,11,17,"TXT",9,0,0,"34 kmK'kouts. in 1977,."
704,11,17,"BQT",0,0,0,"‘I feel I can do it in three rounds’"
705,11,17,"BQN",0,0,0,"—Hearns"
706,11,18,"HL",0,0,0,"Controversy inBoston Marathon"
707,11,18,"HL",0,0,0,"Today’s race had qualification problems last, week"
708,11,18,"TXT",1,0,0,"BOSTON (API - The Boston Marathon, plagued by controversy and beset by’a lack of quality runners, will be held for the 89th time Monday with defending champion Geoff Smith and Lisa Larsen Weidenbach as the favorites. -The world's oldest marathon was rocked by two controversies in recent days."
709,11,18,"TXT",2,0,0,"Mark Plaatjes, 24, a medical student in Johannesburg, South"
710,11,18,"TXT",2,0,0,"Africa, had been entered and given a prestigious front-row position although his country is barred from international track and field competition because of its apartheid race policy."
711,11,18,"TXT",3,0,0,"But the Athletics Congress, the national governing body for the . sport, upheld a rule established by the International Amateur Athletic Association, the world governing organization for track and field, that forbids"
712,11,18,"TXT",3,0,0,"South Africans from in international meets."
713,0,0,"NA",0,0,0,"competing"
714,11,18,"TXT",4,0,0,"Then came the disclosure that the runner who was to line up alongside Plaatjes, a 33-year-old Carlos Godoy from Colombia, had submitted an incorrect qualifying time on his entry blank."
715,11,17,"TXT",10,0,0,"The 6-foot-l Hearns has a 3' inch height advantage and a 3-inch reach advantage. Neither edge is outstanding."
716,11,17,"TXT",11,0,0,"Hearns did upset Hagler at' the final prefight news, conferene»"" when he said. “I've been fighting men and now I'm going up against a midget."""
717,11,17,"TXT",12,0,0,"""You're just a freak, snapped Hagler. ""When I get into the ring I 'm a giant."""
718,11,17,"TXT",13,0,0,"Hagler's boosters point out that he is a natural middleweight while Hearns is a padded one. Each man should weigh on or near the class limit of 160 pounds."
719,11,17,"TXT",14,0,0,"The fight will begin about 8"
720,11,17,"TXT",14,0,0,"p in I'S r and wdl be -.hown closed-eireuil .iiiil biiiiled pav per view teles ision in the I nited States and Canada.^li aUn^wiH be beamed overseas"
721,11,17,"TXT",15,0,0,"U bile the lighl piMli.i ..     ."
722,11,17,"TXT",15,0,0,"the last lot eillici ll.igl^i 111 .Hearns, it proli,dil> will the richest for hot h."
723,11,17,"TXT",16,0,0,"Promoter Bob \rum said both men will ìnake earn lhaiv their guarantees, which are .5.'').6"
724,0,0,"NA",0,0,0,"I"
725,11,17,"BQT",0,0,0,"‘You’re just a freak. When I get into the-ringT Im the giant.’ • r"
726,11,17,"BQN",0,0,0,"—Hagler"
727,11,17,"TXT",16,0,0,".million for Hagler ami .li.S.l million for Hearns."
728,11,17,"TXT",17,0,0,"Although Hagler is recognized as champion by the WBC. WBA and International Boxing Federation. the fight will Im* held under WBC supervision."
729,11,0,"AT",0,0,1,"Orty AT COMPUTERLAND"
730,11,0,"AT",0,0,1,"TRADE UP TO HARD DISK POWER"
731,11,0,"AT",0,0,1,"$995 "
732,11,0,"AT",0,0,1,"WITH FLOPPY DISK TRADE-IN"
733,11,0,"AT",0,0,1,"Only Compulerlond could oiler you this super volue deol It even includes instollotion which is normolly $rS0 Suggested retoil ol Sysdyne Hord Disk $1 495 Step up to more power ond sove with ComputerLand buying power or get o 10 megabyte e«ternol disk only $1,395 including interlace"
734,11,0,"AT",0,0,1,"FREE SYSTEM CHECK UP ($79.95 VALUE) WHEN YOU TRADE UP TO HARD DISK POWER."
735,11,0,"AT",0,0,1,"- CompulerUMKi"
736,11,0,"AT",0,0,1,"San Lvis Obispo 1422 Montaray"
737,11,0,"AT",0,0,1,"next to roilrMd overposs"
738,11,0,"AT",0,0,1,"S41-4IM"
739,11,0,"AT",0,0,1,"Sonto lorbara K)i Stott ft ItCumbrt"
740,11,0,"AT",0,0,1,"S foint Center"
741,11,0,"AT",0,0,1,"H7M13"
742,11,0,"AT",0,0,1,"^ Lompoc U7 North 'H' Stroot"
743,11,0,"AT",0,0,1,"next to Penney s"
744,11,0,"AT",0,0,1,"73b-75M"
745,11,0,"AT",0,0,1,"l«ch    l#c«i*on a4l«rt • fwM S«rvK« D»p«rtman( Nv«« »«reKas"
746,11,0,"AT",0,0,1,"iu^90T«s »v*ry sysfam wa k«ll lt|>s «Nor not vol’d^i*K ony d«l<ow»t p' r« Soma ra$tri<*tom m«y oppty OHtr vOt>d (Io$a ot but>na$« S«*w>doy"
747,11,0,"AT",0,0,1,"Apr.! 27 ìHÌk"
748,12,0,"OT",0,0,0,"Campus Clubs"
749,12,0,"OT",0,0,0,"Ara you Intaraatad In Cultural Programming for ttta Cal Poly campua? Wa naad you to partlclpata ln tha Cultural Adviaory Committaa. Maatinga ara bald avary Thuraday at 11 AM. Elactlona lor officara to ba hak) laiar thia mpnthl Coma to UU2170 thia Thuraday."
750,12,0,"OT",0,0,0,"ASI FILMS COMMITTEE la looking for naw nrtambaral Wa maat Tuaattam ln UU220"
751,12,0,"OT",0,0,0,"ASi SPECIAL EVENTS will ba alacting naxt yaar'a officara. Naw membara an-couragad to join now. Maatinga: avary Mon.Bpm, UU210"
752,12,0,"OT",0,0,0,"CANT FIND THE KEYS TO YOUR CLOSET '"
753,12,0,"OT",0,0,0,"Lat ua halp you find thami Tha Clay and Laablan Studant Union maata In Sol C-19 WED. APRIL 17 at 7:30pm Qat tha datalla on Poly Royal, Bonfira Party (May 18), Movía Night (5/1), Yaar-and Picnic (Juna 1) Rafraahmanta aarvadi"
754,12,0,"OT",0,0,0,"Coma to tha AMA Maating 11-124/18 QUEST SPEAKER Arch'225 Dava Hadobaa Tach Info Switch"
755,12,0,"OT",0,0,0,"Epiacopal Studanta: Cantarbury CLub maata Mon at 7PM at tha Univaralty Chrlatlan Cantar. For Info call 544-3710."
756,12,0,"OT",0,0,0,"MOTORCYCLE"
757,12,0,"OT",0,0,0,"ENTHUSIASTS"
758,12,0,"OT",0,0,0,"Tha Cal Poly Pangulna Motorcycia Club la having an Important nfaatlng tonight. Naw mam bara walcoma. Fla Sci 287 8pm. For mora Info. Call Dava 540-9207"
759,12,0,"OT",0,0,0,"WINE SOCIETY maata Thura 4/18 at 11am In Computar Sci 248 Naw mambara walcoma. WInary trip plannad"
760,12,0,"OT",0,0,0,"Announcements"
761,12,0,"OT",0,0,0,"ASI Conearta Praaanta CHICK COREA"
762,12,0,"OT",0,0,0,"and tha ELECTRIC BAND, wMh apaclal guaal. 8:00 pjn. Cal Poly Main Qym. Thuraday, April 28."
763,12,0,"OT",0,0,0,"Advanoa Mokata 80.78.811.78"
764,12,0,"OT",0,0,0,"Offloa, Boo"
765,12,0,"OT",0,0,0,"Boo'a S Choap Thrllla"
766,12,0,"OT",0,0,0,"ATTENTION ARTISTSII Win 825 CASH for SAM logo daaign. 0>ntaat anda May 3. For mora Info, call Scott 5434)238"
767,12,0,"OT",0,0,0,"Attn. aH Bua., Ag. Bua. and olliar ma)ora, aummar arorh opp. In aalaa and aalaa mgmL Muat ralocala. Avg. Cal Poly atu-. daiM mada 84200 Nal ProlH. May gat eol-laga cradH. Sand raauma to Sununar Mgt. P.O. Box 12884,8LO.. CA. 88410"
768,12,0,"OT",0,0,0,"Balloons"
769,12,0,"OT",0,0,0,"at El Corral M-F, f2-3"
770,12,0,"OT",0,0,0,"CASH FOR ART"
771,12,0,"OT",0,0,0,"W|n 825 for SAM logo daaign. Laat day la May 3. Call Scott 5^239"
772,12,0,"OT",0,0,0,"Haircuta 88. THE HAIR DEN 779 Foothill 543-1290"
773,12,0,"OT",0,0,0,"Hava a mualc act, comady act. or any othar act that you'd Ilka to parform? Spaclal Evanta wanta your talant for Thuraday NIta LIva. Call John 548-3308."
774,12,0,"OT",0,0,0,"Hay all you crafty paoplal Sign up now for graat craft claaaaa-B/W photo. Auto Rapair, Sllkacraaning, Chlld'a Art 8 moral Slop by tha UU CRAR CENTER todayl"
775,12,0,"OT",0,0,0,"Leisure mini classes Spring"
776,12,0,"OT",0,0,0,"Racraatlonal Sparta UU 118A/848-l88S.Aaroblca, Jaiiarclaa.Yoga, Maaaaga,Maaiara,S«»lm Workout Kor»-po,Karala,Popular Quilar Claaaleal QuHar,Slgn Languaga,Social Oanca Country Woalm Dartca,Wgn-up Now"
777,12,0,"OT",0,0,0,"Mongooaa ATB 8320fraclng-tour1ng bika aala^ka tuno-up 812.95/Tha Mopod Env portum 2700 Broad 541-5878"
778,12,0,"OT",0,0,0,"Muaaum of Natural Hlatory ""Saluta to VOLUNTEERS"" at Morro Bay Stata Park. SatSun April 20,2110-5pm Movlaa-alldaa, natura walka, birda of pray and moral"
779,12,0,"OT",0,0,0,"PARLB-VOUS FRANÇAIS? If ao, coma join ua In tha Mum-Cultural Cantar avary Thuraday at noon for an hour of caaual Franoh convaraallon. For mora Information, call tha MCC at 548-1406."
780,12,0,"OT",0,0,0,"Poly Royal A Qraduallon waakand ramala 2 to 8 poopla,ocaanfront vacation horrraa Or bod A brtifat bomoa combria 027-4813"
781,12,0,"OT",0,0,0,"Whol’a now artth Cultural Programa at Cal Poly? Como find out at a picnic on Sunday, April 14th from 11 to 2PM In Santa Roaa Park. Ttra Cultural Adviaory Comroittaa naada your participatloni Lunch provk) ad-bring bovorngoo."
782,12,0,"OT",0,0,0,"Announcements"
783,12,0,"OT",0,0,0,"Poly Royal"
784,12,0,"OT",0,0,0,"CORONATION BALL"
785,12,0,"OT",0,0,0,"April 20 9-12 Chumash semi-formal $10 couple $5 single tickets at ÜU ticket ofilce.-»"
786,12,0,"OT",0,0,0,"Lost & Found"
787,12,0,"OT",0,0,0,"Employment"
788,12,0,"OT",0,0,0,"Roommates"
789,12,0,"OT",0,0,0,"BUDGET yourTIME during POLY ROYAL ‘85. It's a CRIME not to visit bldg.38"
790,12,0,"OT",0,0,0,"POLY ROYAL '85 LABEL YOURSELF A SUCCESS!"
791,12,0,"OT",0,0,0,"FOR A GOOD TIME VOTE JOHN CARROLL FOR ASI PRESIDENT"
792,12,0,"OT",0,0,0,"Greek News"
793,12,0,"OT",0,0,0,"ANNIE A CHRIS"
794,12,0,"OT",0,0,0,"YOU’RE AWESOME CRESCENTSI"
795,12,0,"OT",0,0,0,"LOVE, JACKIE"
796,12,0,"OT",0,0,0,"BETA"
797,12,0,"OT",0,0,0,"Little Sister Rush"
798,12,0,"OT",0,0,0,"WED APR 10 T.S. Party 8101 Rockvw THUR APR 11 D.O.T.W. 8101 Rockviaw FRI APR 12 MUSHBALL, Taach School FOR MORE INFORMATION 548-2821"
