"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
588,7,0,"OT","0",0,0,"COLLEGE REPUBLICANS meeting- Tuesday September 27 7:00 pm Ag 227 speaker:"
589,7,0,"OT","0",0,0,"Dr Stan Monteith- running for congress"
590,7,0,"OT","0",0,0,"DAY & TIME TO BE SCHEDULED BULIMIA SUPPORT GROUP 7S8-2S11"
591,7,0,"OT","0",0,0,"MTERSTED M SPORTSCASTMG FOR KCPR? Meet in Graphic Arts bldg. 26 Rm 201, Tues Sept 27th at fPM. If you cani make the meeting, please contaa Bobby Rowell or Brenda Corrie at 544-7783"
592,7,0,"OT","0",0,0,"MAKE SOMEONE'S DAY BY SENDMG THEM A COLORFUL BALLOON BOUQUET!"
593,7,0,"OT","0",0,0,"13 BALLOONS $11.95 6 FOR $6.00 CALL HERE'S TO YOU AT 546-8215 FREE DELIVERY"
594,7,0,"OT","0",0,0,"MEMORY IMPROVEMENT SEMINAR THUR SEPT 29th 10AM-12NOON CAHSE HALL RM 104 756-1256"
595,7,0,"SH","0",0,0,"Classified"
596,7,0,"OT","0",0,0,"DO YOUR SENIOR PROJECT"
597,7,0,"OT","0",0,0,"for the Tipsy Taxi Program!"
598,7,0,"OT","0",0,0,"Art Bus Jour/PR Mktg Stat Majors Welcome - Call Frank at 543-2968"
599,7,0,"OT","0",0,0,"MONDAYS 3-5PM"
600,7,0,"OT","0",0,0,"756-2511"
601,7,0,"OT","0",0,0,"STRESS MANAGEMENT GROUP CAREER PLANNING WORKSHOPS OCT 24th, 31st, NOV 7th"
602,7,0,"OT","0",0,0,"POLY PALS"
603,7,0,"OT","0",0,0,"BIG FRIENDS FOR LITTLE PEOPLE' Pals is having an orientation meeting for people interested OCT. 4 & 6 7PM AG BLDG. RM227 All returning pals please contact pals office. For info: 756-2476"
604,7,0,"OT","0",0,0,"Test Preparation Seminar Tues Sept 27th 10am-12pm Chase Hall Rm 104 756-1256"
605,7,0,"OT","0",0,0,"THURSDAYS"
606,7,0,"OT","0",0,0,"756-2511"
607,7,0,"OT","0",0,0,"RE-ENTRY DISCUSSION GROUP 11AM- 12PM"
608,7,0,"OT","0",0,0,"INTERPERSONAL GROUP 3-5PM"
609,7,0,"OT","0",0,0,"TUESDAYS 3-4:30 PM 756-2511 ASSERTIVENESS TRAINING"
610,7,0,"OT","0",0,0,"WEDNESDAYS 3-4:30 PM 756-2511 INCEST: A SUPPORT GROUP FOR WOMEN"
611,7,0,"OT","0",0,0,"BIOFEEDBACK FOR STRESS, ANXIETY 3-5PM"
612,7,0,"OT","0",0,0,"GAY & LESBIAN SUPPORT GROUP 6-8 PM"
613,7,0,"OT","0",0,0,"YOU OWN A8I! GET MVOLVED"
614,7,0,"OT","0",0,0,"APPLICATIONS FOR COMMITTEE APPOINTMENTS AVAILABLE. SEE LINDA LEE IN UU217. BY OCT 6"
615,7,0,"OT","0",0,0,"CHANGE OF ADDRESS"
616,7,0,"OT","0",0,0,"Rec Sports has moved! Stop by our new office -UU 119- and pick up your copy of Rec Sports Calendar of events for Fall 1988."
617,7,0,"OT","0",0,0,"MELISSA"
618,7,0,"OT","0",0,0,"Welcome back. I missed you over the break I miss you now, but I'm glad you're playing it safe."
619,7,0,"OT","0",0,0,"Stop by dunng the middle of the"
620,7,0,"OT","0",0,0,"sometime___________________"
621,7,0,"OT","0",0,0,"NON-CAPTURED CRAFT CLASSES Sign-up for a fun, nonacademic aaft class in your UU Craft Center -downstairs in the U.U. b/w Photo, woodworking.silkscreening.bike repair and rrKxelUse your Craft Center' Could be fun!"""
622,7,0,"OT","0",0,0,"AXA’S"
623,7,0,"OT","0",0,0,"1968 THRA8HATHON... BE THERE OR DON'T... THE CHOtCE IS YOURS. 9/28-9/30"
624,7,0,"OT","0",0,0,"IFC Meetings Every Tuesday 6PM U.U."
625,7,0,"NA","0",0,0,220
626,7,0,"OT","0",0,0,"Gamee People Play I Playing and Board Gamee 1080 Broad V SLO 54S-8447 Opan Gammlng-FREE-Sat and Sun."
627,7,0,"OT","0",0,0,"FOUND. White kitten 10-12 wks old near Foothill & Ferrini. 543-2575 evenings"
628,7,0,"OT","0",0,0,"LOST: Decorative wooden box. Important to family. Lost in Poly Groves Wsd Sep 14 about 7pm Please return to Judy Phillips 544-9499"
629,7,0,"OT","0",0,0,"SUNGLASSES"
630,7,0,"OT","0",0,0,"Blue & gold prescription Raybands Can Charlotte 543-8992"
631,7,0,"OT","0",0,0,"Bring him to his knees with a Strip-tease! Catalina 772-5809"
632,7,0,"OT","0",0,0,"544-1305 SR PROJECT SPECIALIST LMDA BLACK - 983 OSOS SLO________"
633,7,0,"OT","0",0,0,"DOCUGRAPHICS: Word Processing Fast Service • Student Rates 937-6992/Santa Mana-7 days/wk	__"
634,7,0,"OT","0",0,0,"RAR WORD PROCESSING AND TYPM^ (Rona).LASER PRINTER w/100-i-type fonts. student rates.544-2591, by appt only_"
635,7,0,"OT","0",0,0,"RESUME, PAPERS, PROJECTS, WORD PROCESSMG DONE IN SO CTY CONSHA'S OFFICE SUPPLY PISMO BEACH 773-5851 OR 489-0724 EVE"
636,7,0,"OT","0",0,0,"WORDPROCESSING-FAST-REASONABLE"
637,7,0,"OT","0",0,0,"LOCAL-PAPERS-PROJECTS-RESUMES 528-7078 (L.O) 7 DAYS/WK"
638,7,0,"OT","0",0,0,"DEPT OF FOREIGN LANG NEEDS READER/GRADERS. WORK STUDY STUDENTS ENCOURAGED TO APPLY CALL 2585 OR 1205 FOR DETAILS"
639,7,0,"OT","0",0,0,"EXPERIENCED PHOTOTECHNICIAN; AUDIOVISUAL DEPT General lab work, photocopy, slide duplicating. Contaa Joe Codispoti 756-2211"
640,7,0,"OT","0",0,0,"Mustang Daily"
641,7,0,"OT","0",0,0,"IS LOOKING FOR ONE OUALIFIED PERSON TO JOIN OUR ADVERTISING STAFF. CANDIDATE MUST BE AN AGGRESSIVE SELF-STARTER WITH RELIABLE TRANSPORTATION. TELEMARKETING AND/OR SALES EXPERIENCE PREFERRED. MUST H/WE EXCELLENT COMMUNICATION AND ORGANIZATIONAL SKILLS. CALL A. J. AT THE MUSTANG DAILY."
642,7,0,"OT","0",0,0,"Preschool teacher must love work with 2’/2-6 yr olds ECE preferred not required flex, schedule 927-5795"
643,7,0,"OT","0",0,0,"SALES"
644,7,0,"OT","0",0,0,"MAKE YOUR OWN HOURS."
645,7,0,"OT","0",0,0,"WE ARE LOOKING FOR A HIGHLY MOTIVATED PERSON TO SELL VOICE MAIL BOXES TO STUDENTS AND CAMPUS"
646,7,0,"OT","0",0,0,"CLUBS AND ORGINIZATIONS."
647,7,0,"OT","0",0,0,"CALL 549-6460 TO LEAVE A MESSAGE"
648,7,0,"OT","0",0,0,"WORK STUDY JOB"
649,7,0,"OT","0",0,0,"If you like working with people"
650,7,0,"OT","0",0,0,"This Jobs For You!"
651,7,0,"OT","0",0,0,"$5.50/hr. Flexible Hrs."
652,7,0,"OT","0",0,0,"Call Kathy 541-6751"
653,7,0,"OT","0",0,0,"Cheap Pine Shelf units.desk.end & coffee tables S15to$69 541-1365"
654,7,0,"OT","0",0,0,"Couch.loveseat.coffee table.end table.$200 for all,544-0721 Steve"
655,7,0,"OT","0",0,0,"Olympia RO Pnnter.custom sound cover and ribbons. Great for home use $225.00 Call 756-2676."
656,7,0,"OT","0",0,0,"Typewriter IBM selearic IT $340 correaing. wide carriage 489-1097"
657,7,0,"OT","0",0,0,"1985 Yamaha OT50 praaically new, only 400 miles.$350/bo 544-0721"
658,7,0,"OT","0",0,0,"For sale 87 Yamaha 50CC scooter XLNT condition 541-9364 Julie"
659,7,0,"OT","0",0,0,"1967 Mustang 289 Automatic Great condition in and out $3800 OBO Scott 461-9307 541-3737"
660,7,0,"OT","0",0,0,"1979 Toyota Corolla Sp Cpe 5 spd 108k miles Excit cond. $2250/b o. 544-0721"
661,7,0,"OT","0",0,0,"83 NISSAN SENTRA $2300 O B O. XLNT COND CALL PRATISH 756-3837"
662,7,0,"OT","0",0,0,"CLASSIC MUSTANG 66 RED CALL JOHN 528-5711 $5.400 00 REAL CLEAN RUNS EXCELLENT"
663,7,0,"OT","0",0,0,"GMC 1965 S-10 BLAZER 4x4 Auto A/C /KM/FM Cassette New Tires & Brakes xkit cond must sell!"
664,7,0,"OT","0",0,0,"$9000 or best otter 489-2858/1"
665,7,0,"OT","0",0,0,"Fern Rmmtes needed 4 Pine Creek condo w/d mrcrowve, call 544-0841______"
666,7,0,"OT","0",0,0,"FEMALE TO SHARE OWN ROOM IN 3 ROOM MORRO BAY HOUSE WITH 2 NICE GUYS OCEAN VIEW BUS ACESS DEREK OR ANDY 772-1642"
667,7,0,"OT","0",0,0,"FM RMMT WANTED TO SHARE MASTER BDRM IN LAGUNA HOUSE washer/dryer/lots or room $195/share.541-3273"
668,7,0,"OT","0",0,0,"OWN ROOM W/DR MICRO Close to school Pinecreek FaH $275 541-4936"
669,7,0,"OT","0",0,0,"FURNISHED 3 BDM APT 10 OR 12 MONTH LEASE 543-1452_____________"
670,7,0,"OT","0",0,0,"OCEAN VIEWDECK.1 BD.1 BA.Microwv DEN/KITCHENETTE.FURNISHED.UTI. PD 15 M TO POLY.400/MO (818)348-2503"
671,7,0,"OT","0",0,0,"AAAIBEST PRICED CONDOS & HOMES LISTED FREE INFORMATION PACKET AVAILABLE ON CAMPUS CALL MARGUERITE CENTURY 21 841-3432"
672,7,0,"OT","0",0,0,"Perfea (or student 12x45 Mobile Home in SLO Kids and Pets ok $20,000 549-8528"
673,7,0,"OT","0",0,0,"TUESDAY, SEPTEMBER 27,1988"
674,8,0,"PI","0",0,0,"8 Tuesday, September 27.1988 Mustang Dally"
675,8,3,"HL","0",0,0,"CLASH"
676,8,3,"ME","0",-1,0,"From page 1"
677,8,3,"TXT","4",0,0,"The vice president replied, “Yes, we shouldn’t trade arms for hostages, but we have made vast improvements in our antiterrorism.’’ Some hostages were freed during the arms dealing with Iran, but others were seized"
678,8,3,"TXT","4",0,0,"and nine Americans remain in captivity."
679,8,3,"TXT","5",0,0,"A question about Republican vice presidential candidate Dan Quayle brought another lively exchange. Bush defended his youthful running mate, said he had been subjected to unfair"
680,8,0,"AT","0",0,1,"EVENING Child Care"
681,8,0,"AT","0",0,1,"•	Evoning Child Coro for chHdron, ogos 3 to 8,"
682,8,0,"AT","0",0,1,"•	A now program dosignod for working poronts and for poronts attonding night classos."
683,8,0,"AT","0",0,1,"•Monday through Friday, 6:30 pm to 10:30 pm. •Staffod by crodontialod toochors."
684,8,0,"AT","0",0,1,"•Quality Christian Caro."
685,8,0,"AT","0",0,1,"•Discounts for famiUos with two or moro chlldron. •ChikJron must orvoN for a minimum of ono night por wook. No Drop-ins allowod."
686,8,0,"AT","0",0,1,"Evoning Child Coro bogint on Mornkiy, Soplombor 26. For moro IntormoNon, caN 643*8469"
687,8,0,"AT","0",0,1,"Zion"
688,8,0,"AT","0",0,1,"Christian"
689,8,0,"AT","0",0,1,"School"
690,8,0,"AT","0",0,1,"ZION CHRISTIAN SCHOOL"
691,8,0,"AT","0",0,1,"10)0 Foothill Blvd San luis Obispo CA 93-JOl"
692,8,3,"TXT","5",0,0,"speculation and added, “he has my confidence.’’ Dukakis guessed that “for most people the notion of President Quayle is a very, very troubling notion.’’"
693,8,3,"TXT","6",0,0,"The vice president and the Massachusetts governor shook hands at center stage before the debate and again after. “Good job,’’ Dukakis said to his Republican rival after their 90-minute clash."
694,8,3,"TXT","7",0,0,"Both men then headed for post-debate rallies."
695,8,3,"TXT","8",0,0,"“I enjoyed it. I thought it was a good night,” said Dukakis. Asked if he won, he replied, “People seemed to be pretty enthusiastic.”"
696,8,3,"TXT","9",0,0,"Bush campaign chairman James A. Baker III said, “The vice president did an extraordinarily good job in our opinion.” He said he thought Bush “reinforced the differences we’ve been talking about.”"
697,8,3,"TXT","10",0,0,"The combatants argued their case a little more than six weeks before Election Day from behind wooden lecterns on a stage at Wait Chapel on Wake Forest University’s campus. The live audience at Wait Chapel on the"
698,8,3,"TXT","10",0,0,"Wake Forest University’s campus numbered a few thousand — but the television audience was in the millions. And with many voters still undecided, the campaigns treated the debate as a pivotal event."
699,8,3,"TXT","11",0,0,"Neither man committed an obvious gaffe during the 90 minutes. An Associated Press panel of six veteran debate judges gave Dukakis a narrow edge over Bush. Three judges thought Dukakis won and three picked Bush, but the Democrat got the most points overall. Dukakis got top marks for presentation and organization, while Bush bested his opponent in refutation and reasoning."
700,8,3,"TXT","12",0,0,"An ABC News poll of 639 debate-watchers taken immediately after the debate found that 44 percent rated Dukakis the winner, 36 percent gave the edge to Bush and 20 percent said it was a tie."
701,8,3,"TXT","13",0,0,"The formal debate rules were designed to prohibit direct can-didate-to-candidate comment, but there was no shortage of hostilities."
702,8,3,"TXT","14",0,0,"Dukakis was asked to specify"
703,8,3,"TXT","14",0,0,"three programs he would cut to curb the federal budget, and said he would reduce ’’certain weapons systems, which we don’t need and can’t afford.”"
704,8,3,"TXT","15",0,0,"With that, he focused on Bush, and said the Republican wants to spend more on defense, cut capital gains taxes, spend more money on other programs yet impose no new taxes."
705,8,3,"TXT","16",0,0,"“If he’s serious about what he’s saying the only way he can do it is by raiding the Social Security trust fund,” Dukakis said."
706,8,3,"TXT","17",0,0,"“If he keeps this up, he’s going to be the Joe Isuzu of American politics,” he said, drawing laughter from the audience with his reference to the television advertising character who exaggerates everything he says about the cars he’s selling."
707,8,3,"TXT","17",0,0,"“Is this the time to unleash our one liners?” Bush said in response. “That answer was about as clear as Boston Harbor,” he said in reference to environmental problems in Dukakis’ home state."
708,8,3,"TXT","18",0,0,"Running mates Dan Quayle and Lloyd Bentsen meet in Omaha, Neb., on Oct. S."
709,8,0,"AT","0",0,2,"CARLOS SOSA"
710,8,0,"AT","0",0,2,"GRANT JONES"
711,8,0,"B","0",0,2,
712,8,0,"B","0",0,2,
713,8,0,"AT","0",0,2,"SUSAN KRUSE______HOLLY A. VAN DEURSEN Ï1 DEBATE"
714,8,0,"AT","0",0,2,"Mix Structunl IngioMring."
715,8,0,"AT","0",0,2,"Analyzing and designing bridges. Developed virorking model of a dout^ spandrel arch bridge.The HP-28S helps him analyze structural stress and"
716,8,0,"AT","0",0,2,"(Jniwtriity of Virginia, Finança. Studies fluctuating stock and money market trends. Assisted head trader in Yen at Chicago Mercantile Exchange. The HP-12C with"
717,8,0,"AT","0",0,2,"IJcSanu Crus, Marina Biol- ||nhrawityof Mk!iigan,MBA ogi^ Studies behavior of blue candidata. Assisted on pric-whales and effect of environ- ing projects for QM.The HP-ment on distribution of mar- ITBoffeiseasyalgebraicentry. ine mammals. The new, easy	Plus time value of money, cash"
718,8,0,"AT","0",0,2,"to use HP-22S has a built-in flows and linear regression to"
719,8,0,"AT","0",0,2,"geometry. It’s the only calcu- RPN lets him analyze prices, equation library with solver, analyze budgets and forecasts, lator that lets him do both sym-*B	fl	HP Solve lets her enter her own"
720,8,0,"AT","0",0,2,"bolic algebra and calculus. XllW W iT*wJLUiW W wXM XXX formulas and solve for any"
721,8,0,"AT","0",0,2,":r: ifeavy Swing Blues"
722,8,0,"AT","0",0,2,"andA^itown."
723,8,0,"AT","0",0,2,"matrix math and graphics capabilities. And HP Solve lets him solve custom formulas without programming. With more than 1500 functions, 32K RAM and both RPN and algebraic entry, the HP-28S is the ultimate sci entific calculator"
724,8,0,"AT","0",0,2,"ratios, net present value and internal rate of return. He can even create his own custom programs . The HP- 12C is the established standard in financial calculators."
725,8,0,"AT","0",0,2,"giving her access to the most commonly used scientific equations. Statistics with linear regression. And algebraic entry. The ideal student science calculator"
726,8,0,"AT","0",0,2,"Packard's calculators are built for your success. Look for them at your campus bookstore. Or call 1-800-752-0900, Ext. 658E, for your nearest dealer WetieverstopMikitig""Wlmtif..."
727,8,0,"AT","0",0,2,"HEWLETT PACKARD"
728,8,0,"AT","0",0,2,"fiflj"
729,8,0,"AT","0",0,2,"ran«-'"
730,8,0,"AT","0",0,2,"HP-28S SCIENTIFIC CALCULATOR"
731,8,0,"AT","0",0,2,"HP-12C FINANCIAL CALCULATOR"
732,8,0,"AT","0",0,2,"HP-22S SCIENTIFIC CALCULATOR"
733,8,0,"AT","0",0,2,"HP-17B BUSINESS CALCULATOR"
734,8,2,"ME","0",-1,0,"FroMpsgcl"
735,8,2,"TXT","14",0,0,"the debate more in Dukakis’ favor."
736,8,2,"TXT","15",0,0,"Member Stephanie Ball said Dukakis did a good job covering such issues as the homeless, defense spending and the concerns of the middle class."
737,8,2,"TXT","16",0,0,"Other viewers remained confused with the outcome."
738,8,2,"TXT","17",0,0,"Halfway through the debate, Eric Linxwiler, a senior speech communications/political science major, said disgustedly, “(Dukakis) comes out with these cute one-liners and everyone claps."
739,8,2,"TXT","18",0,0,"“(The audience) was indirectly led to support Dukakis” because “obviously the panel was leaning toward Dukakis,” he said."
740,8,2,"TXT","19",0,0,"Organizers and participants were pleased with the 73 to l(X) viewers who attended the debate at Roae and Crown."
741,8,0,"AT","0",0,3,"ChaM|iiigae"
742,8,0,"AT","0",0,3,"Mnner"
743,8,0,"AT","0",0,3,"Caiabfote mosa lost wealM ot ichoot with your Mandi"
744,8,0,"AT","0",0,3,"All the diMUMiaiM you con hondlo with any dinnor."
745,8,0,"AT","0",0,3,"Tuodoy Nlghto Only &30-9XK)pni munbo21 yoonoroklar"
746,8,0,"AT","0",0,3,"Win« Street Inn"
747,8,0,"AT","0",0,3,"1« i"
748,8,0,"AT","0",0,3,"reíTIiehíelweHi"
749,8,0,"AT","0",0,4,"CHAPTER ONE QUIZ"
750,8,0,"AT","0",0,4,"Where can you get:"
751,8,0,"AT","0",0,4,"*	25c Draft Beer refills"
752,8,0,"AT","0",0,4,"from 2-3P.M."
753,8,0,"AT","0",0,4,"*	Best Burgers in town"
754,8,0,"AT","0",0,4,"*	T.V. Sports"
755,8,0,"AT","0",0,4,"*	Darts"
756,8,0,"AT","0",0,4,"*	Food to Go"
757,8,0,"AT","0",0,4,"*	Free Parking"
758,8,0,"AT","0",0,4,"Answer"
759,8,0,"AT","0",0,4,"ezBid IHMlood 3NO tiaidVHO Wltíd-NOi/'l"
