"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead; BQT = block quote text; BQA = block quote attribution; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE # TEXT IS ON (1 for front page, 0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","AD #. If line is part of advertisement, it is the number of the ad. Start from top left column. 0 otherwise.","SCANNED TEXT"
541,7,0,"AT",0,0,1,"NEEDED 1 F RMMATE TO SHARE RM IN NEW PINE CREEK CONDOS 232/MO & UTIL NONSMOKERS 546-4741"
542,7,0,"AT",0,0,1,"OWN ROOM for summer. Condo close to Poly & dwntn. BBQ, W/D, micro. F, non-smoker ONLY! $210/mo & 1/2 utilities Kim 544-5136"
543,7,0,"AT",0,0,1,"SUMMER SUBLET/M-Close to Polyfull cable. Large apt., furnished $110/mo call 541-5958"
544,7,0,"AT",0,0,1,"2 FM RMMTS NEEDED, FALL 87TO SHR MSTR BDRM IN CONDO W/1 OTHER.W/D 150/MO&UTIL 543-0470"
545,7,0,"AT",0,0,1,"2 M/F TO SHARE ,STR BRPP, IN LG CONDO NEAR POLY: WASH/DRYER MICRO,FPLACt, GARAGE, PLUS MORE 200/MO & 1/4 UTLS SUMMER OPTIONAL 544-9265 ASK FOR BRIAN"
546,7,0,"AT",0,0,1,"APTS for lease 6-16-87 to 8-15-88. 2 bdrm. ?urn for 4. near POLY. $580/mo for year lease;$650/mo for 10 mo.lease. 543-8517 or 544-5385"
547,7,0,"AT",0,0,1,"BE PREPARED! Sign a 87-88 school year lease. Furn 2 bdrm condo In Lag Lk area. 575/mo STEVE 549-8123"
548,7,0,"AT",0,0,1,"Large 3 Bedroom 2 1/2 bath apt.-Yard- 415 N. Chorro-$900/mo -Mike 541-5476"
549,7,0,"AT",0,0,1,"Room/Bath/Utilitles/Cable TV & right next to Poly campus! All for $90/mo. Act quick! 549-9445"
550,7,0,"AT",0,0,1,"Summer Qtr. Subise Apart 2bed 2ba patio on Kentucky $neg 546-4244"
551,7,0,"AT",0,0,1,"SUMMER SUBLEASE-2 Rooms Avail."
552,7,0,"AT",0,0,1,"Beginning 6/1"
553,7,0,"AT",0,0,1,"$2M/month"
554,7,0,"AT",0,0,1,"CALL-544-6234 or 543-5438"
555,7,0,"AT",0,0,1,"TWO BEDROOM APTS. FURNISHED OR UNFURNISHED 9 OR 12 MO. LEASE REDUCED RATES DURING SUMMER CALL 543-1450 544-2176 LVE MESS."
556,7,0,"AT",0,0,1,"3Bdrm Sum Sublet House share room or own. Furnished, W & D Dave 541-8314"
557,7,0,"AT",0,0,1,"5 Bedrm hse $1325 Laguna mint condition Fmis 546-2319 or 541-3432."
558,7,0,"AT",0,0,1,"CHRISTIAN M.to shr.furn.apt,sunhr. las 2 Poly.$135/mo.MARK544-7951"
559,7,0,"AT",0,0,1,"CUTE HOUSE! 2 RMMTS/F CLOSE TO POLY FURNISHED, W/D CALL 546-9445"
560,7,0,"AT",0,0,1,"FEM-FALL 87 OWN RM 3BD APT LAG LK-POOL&JACUZ$265MO INCL UTIL CALL 546-3312 OR 546-3976"
561,7,0,"AT",0,0,1,"FEM NEEDEDTOSHARE ROOM.HOUSE On Chorro.200&deposit.Washer,yard Avail 6/15 Call Paula 544-6033eves"
562,7,0,"AT",0,0,1,"FEM-Own room In house. FUN,furnished & great LOCATION! 275$.P/Mo. UTIL-PAID.CALL Steph-541-0152! 11"
563,7,0,"AT",0,0,1,"M NEEDED IN HOUSE CLOSE TO POLY. OWN RM 150/MO. 544-3868"
564,7,0,"AT",0,0,1,"MARGOT,"
565,7,0,"AT",0,0,1,"THE AOPII FORMAL IS GOING TO BE GREAT. DO YOU THINK WE CAN HANDLE THE EXCITEMENT?"
566,7,0,"AT",0,0,1,"__________THE STUPID M.E.__________"
567,7,0,"AT",0,0,1,"SENIOR female wanted for Ig private rm ^ in SLO condo $216/mo & utilities avail 6-1 549-0921"
568,7,0,"AT",0,0,1,"SUMMER SUB-MALE-OWN ROOM IN CONDO w/YARD 180/mo 541-1510"
569,7,0,"AT",0,0,1,"1 Girl for summer sublet. Share w/ 2 girls in 2 bedrm, 1 1/2 bath condo. Deck sauna micro DW wash Ig Ivrm furn 2-car garage $150/mo Call 544-3877"
570,7,0,"AT",0,0,1,"2 GIRLS"
571,7,0,"AT",0,0,1,"To share beautiful condo w/ one other. 2 car garage, Ig Ivrm, 1 1/2 bath, 2 bedrm, deck, sauna, micro, DW, washer, frpl. semi-furn. Start Sept. Call 544-3877"
572,7,0,"AT",0,0,1,"2 MALES NEEDED TO SHARE MASTER BEDROOM OF LARGE NICE HOUSE $180 A MONTH CALL 549-8448"
573,7,0,"AT",0,0,1,"6 ROOMMATES SUMMER-SPRING ‘88 3 SHARED RMS HUGE HOUSE & YARD 5 > MIN 2 POLY JON & PAT 544-4735"
574,7,0,"AT",0,0,1,"A Free list of homes/condos 4sale.On campus. Call Kent, County Prop.544-5777"
575,7,0,"AT",0,0,1,"BUYING A HOUSE?"
576,7,0,"AT",0,0,1,"For a free list of all the affordable houses and condos fo sale In SLO, Call Steve Nelson,Farrell Smyth Inc., 543-8370. Leave a message."
577,7,0,"AT",0,0,1,"Condos & Homes information packet available on campus Call Marguerite C21 546-2319 or 541-3432"
578,7,0,"AT",0,0,1,"Modern comfortable trailer, quiet downtown park 5 min to Poly. 1 BR LR/ DR W/ conv couch full bath, kit air cond FAheat o/s storage.gardn 546 Higuera ’33 SLO Call 546-8392"
579,8,0,"PI",0,0,0,"8 Tuesday, May 19,1987 Mustang Daily"
580,0,0,"B",0,0,0,
581,0,0,"B",0,0,0,
582,0,0,"B",0,0,0,
583,0,0,"B",0,0,0,
584,8,3,"HL",0,0,0,"TAXI"
585,8,0,"SH",0,0,0,"CALENDAR"
586,8,0,"OT",0,0,0,"Tuesday 19"
587,8,0,"OT",0,0,0,"•The Cal Poly art and design department is sponsoring a presentation of assemblage sculpture by Mary Ann Bonjorni today through June 9. The artist will discuss her work tonight at 7 in the Architecture and En-^ vironmental Design Building, where a $2 donation will be requested. An opening reception will follow at 8:30 in the Dexter Building Art Gallery."
588,8,0,"OT",0,0,0,"•Students from UC Santa Cruz will present their views on East Los Angeles Chicano Murals with a slide show and script presentation ’today at 11 in Room 217D of the University Union. The Multi-Cultural Center is sponsoring the presentation for its spring workshop series."
589,8,0,"OT",0,0,0,"Wednesday 20"
590,8,0,"OT",0,0,0,"•The Jewish Cultural Exchange is sponsoring guest speaker Sharon Herman Wednesday at 7 p.m. in Room 216 of the University Union. Herman will discuss “Americans in Israel:"
591,8,0,"OT",0,0,0,"Fulfillment.’’"
592,8,0,"OT",0,0,0,"Submissions for Calendar must be received by noon two days j prior to the event."
593,8,3,"ME",0,-1,0,"From page 1"
594,8,3,"TXT",6,0,0,"dorse that type of thing heavily. If it saves one guy’s life, it’s worth it.’’"
595,8,3,"TXT",7,0,0,"Though Lambert endorses Tipsy Taxi, he said, “1 unfortunately think the whole program is a preventative maintenance type program.’’ He said students tend not to use preventative maintenance until it is too late and then wish they had it."
596,8,3,"TXT",8,0,0,"Lambert said he hopes the Tipsy Taxi coupon books will be kept at fraternity and sorority houses to be used when necessary. He said that even though sororities don’t have parties at their houses, they should purchase coupon books to take to parties."
597,8,3,"TXT",9,0,0,"One fraternity involved with Tipsy Taxi is Phi Delta Theta. President Steve Hall said besides buying coupon books, the fraternity will work to raise $500 for"
598,8,3,"TXT",9,0,0,"the program in 1987-1988."
599,8,3,"TXT",10,0,0,"Hall strongly urges other fraternities to support the Tipsy Taxi program to prove themselves responsible hosts."
600,8,3,"TXT",11,0,0,"Burris would like to get additional funding from local bars. Some of the bars do not even buy the coupon books, he said."
601,8,3,"TXT",12,0,0,"“We’re trying to work with them,’’ Burris said."
602,8,3,"TXT",13,0,0,"Osos Street Subs and Tortilla Flats have bought coupon books. So has McLintock’s Saloon, whose owner John Bushnell is president of the Business Improvement Association. Champions and Rose and Crown pub have tbeir own taxi programs."
603,8,3,"TXT",14,0,0,"Bob Speicher, owner of Spike’s Place, said he would rather regulate from within. “We police ourselves pretty well,’’ he said. “We don’t have (people driving home drunk) here that much.’’ He said people usually go to"
604,8,3,"TXT",14,0,0,"places other than Spike’s to get drunk."
605,8,3,"TXT",15,0,0,"“The basics of the (Tipsy Taxi) program are OK, but it seems like a Band-Aid type of thing,’’ Speicher said."
606,8,3,"TXT",16,0,0,"The recently reopened Graduate would like to get involved in the Tipsy Taxi program, said general manager Charles DeGroot. Currently, the Graduate will get a taxi for someone who refuses to pay for a cab but is too drunk to drive."
607,8,3,"TXT",17,0,0,"Bull’s Tavern doesn’t pay for the cab, but they will take a drunk customer’s car keys away and call a cab for him, said bartender Joe Eifter."
608,8,3,"TXT",18,0,0,"In addition to contacting Greeks and local bars for sup-"
609,8,11,"HL",0,0,0,"BAKER"
610,8,11,"ME",0,-4,0,"From page 4"
611,8,11,"TXT",12,0,0,"for the first meeting of the Cal Poly Alumni Chapter there and to meet with local corporate leaders. He is also going to Washington, D.C. for a conference for the American Society of Civil Engineers Policy Committee on Engineering Research. He will also meet with Cal Poly architecture students currently studying in Washington."
612,8,11,"TXT",13,0,0,"Baker said he met his universi-.y president once at Notre Dame."
613,8,11,"TXT",13,0,0,"but with his busy schedule. Cal Poly students will be lucky to run into Baker. Students who really want to meet him may try to make a short appointment near their graduation time when Baker has been known to meet with students."
614,8,11,"TXT",14,0,0,"Despite his busy schedule, Ar-vidson said Baker is always available if he is really needed. “There is never a time when 1 don’t know where he is by a phone call.’’"
615,8,0,"AT",0,0,1,"RIBS RIBS"
616,8,0,"AT",0,0,1,"and more RIBS"
617,8,0,"AT",0,0,1,"All you can eat beef rib dinner with soup or salad, ranch beans and San Luis Sourdough for only"
618,8,0,"AT",0,0,1,"S6.95"
619,8,0,"AT",0,0,1,"Wednesday Nights 5:30- 9:00pm"
620,8,0,"AT",0,0,1,"Wine Street Inn"
621,8,0,"AT",0,0,1,"In the ccllcr of The Network"
622,8,0,"AT",0,0,1,"543-4488"
623,8,3,"TXT",18,0,0,"port. Tipsy Taxi gave a presentation to the Chamber of Commerce last week."
624,8,3,"TXT",19,0,0,"Bill Morem at the Chamber of Commerce said, “Our chamber board unanimously supported it as a concept.’’ However, it is not the rule of the chamber to lend financial support, he said."
625,8,3,"TXT",20,0,0,"Burris will also look for support from the City Council, Mothers Against Drunk Driving and the California Highway Patrol."
626,8,0,"AT",0,0,2,"LOST AND FOUND SURPLUS PROPERTY SALE!"
627,8,0,"AT",0,0,2,"A sale of unclaimed lost and found articles and Cal Poly’s surplus property will be held University Warehouse, building 70, with the following schedule: TUBS May 19, 8:30 am to 3 pm - Preview sale bids accepted (one day only)."
628,8,0,"AT",0,0,2,"THURSDAY May 21, Sam to 2 pm ” Highest bidders pick up items."
629,8,0,"AT",0,0,2,"FRIDAY May 22, Bam to 11am ONLY - Next highest bidders pick up items."
630,8,0,"AT",0,0,2,"NOON FRIDAY - Open auction for all unclaimed items."
631,8,0,"AT",0,0,2,"All sales final. No refunds Items suo-ject to a 6% sales tax. Sales open to the public. The University reserves the right to refuse any and all bids. Items sold ""as is""."
632,0,0,"AT",0,0,2,711:00:00
633,0,0,"B",0,0,0,
634,0,0,"B",0,0,0,
635,0,0,"B",0,0,0,
636,8,0,"AT",0,0,3,"u I s"
637,8,0,"AT",0,0,3,"o b I s p/"
638,8,0,"AT",0,0,3,"California"
639,8,0,"AT",0,0,3,"Private, furnished studios in a quiet, scenic creekside setting...from just $340/mo ($312)*"
640,8,0,"AT",0,0,3,"ALL WITH NEW MICROWAVE OVENS & NEW COUCHES FOR FALL ‘87"
641,8,0,"AT",0,0,3,"*The ciosest housing to campus *5 modern iaundry facilities ‘Reserved parking"
642,8,0,"AT",0,0,3,"‘Private park &. BBQ are unique to Mustang Village ‘Group meeting/study room ‘Convenience market on site for Fall '87"
643,8,0,"AT",0,0,3,"* 12 month discounted lease rate"
644,0,0,"B",0,0,0,
645,0,0,"B",0,0,0,
646,0,0,"B",0,0,0,
647,0,0,"B",0,0,0,
648,8,0,"AT",0,0,3,"Mon-Sat 8-6 Sun 10-5"
649,8,0,"AT",0,0,3,"One Mustang Drive"
650,8,0,"AT",0,0,3,"IMlfflANG VlLL/y§E"
651,8,0,"AT",0,0,3,"543-4950"
